x_center,y_center,width,height,confidence,class_prob_0,class_prob_1,class_prob_2,class_prob_3,class_prob_4,class_prob_5,class_prob_6,class_prob_7,class_prob_8,class_prob_9
273.81836,150.57298,44.944412,54.852478,0.89408255,263.76358,141.54399,284.51144,140.32938,275.4907,152.9294,266.17532,160.833,284.7957,159.87941,0.8797511
375.5622,152.81996,40.90142,56.127007,0.8775209,367.83997,148.56926,386.01236,146.63245,379.0182,159.12311,369.33472,165.65982,387.03946,163.97089,0.8634786
482.11853,159.16618,42.987152,59.61947,0.8647513,471.92957,155.02399,492.24545,154.00969,482.39706,166.36269,473.15933,173.07733,491.86688,172.2521,0.8509369
584.36053,158.79884,39.43213,51.5417,0.87486637,576.24176,152.74457,593.9131,152.95395,585.36145,165.11827,576.24146,169.00943,592.85767,169.25862,0.86089563
57.66538,154.6067,39.53226,52.092422,0.8586395,50.504833,149.12166,68.82984,149.21912,60.918385,161.37283,50.244568,165.83838,67.493324,166.05528,0.8448919
482.2928,159.00076,43.426487,59.302036,0.8576719,471.9031,155.0132,492.01587,154.013,482.13873,166.10272,472.91794,172.85063,491.9315,172.10477,0.843935
584.377,158.89822,39.2501,50.970016,0.8816144,576.223,152.81357,593.7662,152.76044,585.3647,164.98668,576.30963,169.22644,592.89044,169.18948,0.86749023
56.590466,255.49637,39.425453,50.756393,0.87621534,44.917416,251.8042,62.054794,250.95459,52.81387,262.57443,47.390305,267.4354,64.678925,266.31204,0.86223495
380.08746,260.5293,41.57162,55.097717,0.8439772,374.2678,253.23207,392.74622,253.55342,385.30563,264.7287,373.75705,272.34238,391.32312,272.63983,0.83054227
590.8721,257.91068,42.75608,52.518486,0.8015095,586.63776,249.21649,604.4717,252.59332,595.9467,262.52866,582.86035,267.71112,599.60846,270.67474,0.7887482
56.566124,255.54445,39.2108,50.676407,0.8773835,44.931274,251.98358,61.955433,251.03014,52.749916,262.5219,47.777912,267.50424,64.68162,266.353,0.86332583
160.7207,260.27597,42.956974,55.69995,0.8819963,149.38689,255.73904,168.94206,254.02805,158.99394,266.97507,151.05875,272.6321,169.88107,270.83395,0.86789584
160.76416,260.2261,42.77783,55.409348,0.88083756,149.38106,255.47513,169.08472,253.89229,159.08676,266.87234,151.1231,272.3191,170.10378,270.72046,0.866714
270.37476,265.14944,43.556473,54.438816,0.8961672,259.2859,257.3831,278.56387,257.0895,268.93185,269.5472,260.6688,275.31265,280.05185,274.966,0.8818399
270.67142,265.1464,43.59635,54.50467,0.89755476,259.38748,257.28113,278.60898,257.1598,268.657,269.57828,260.61835,275.17767,280.15952,274.9448,0.8831607
379.93753,260.48856,41.36779,54.953686,0.8825147,374.12766,253.31071,392.60785,253.70744,385.40164,264.8838,373.5304,272.38492,391.0979,272.74405,0.8683835
379.96454,260.4258,41.11171,55.025383,0.8821002,374.31683,253.47151,393.01758,253.77516,385.55228,265.1457,373.8787,272.22733,391.44174,272.6053,0.86795557
481.1898,266.26712,35.154537,45.062912,0.8799941,473.74643,259.96957,489.7043,259.95734,482.20593,269.44852,473.7024,274.57364,489.57562,274.66718,0.8659531
481.1722,266.39572,35.255108,44.90593,0.8811573,473.76678,260.1174,489.65405,260.27466,482.20804,269.4655,473.86163,274.7231,489.46585,275.054,0.8670379
590.78925,257.94812,43.009727,52.469414,0.84902596,586.74786,249.34964,604.6347,252.59064,596.2317,262.5246,582.79803,267.93597,599.74896,270.9265,0.83544403
590.9407,258.1119,42.519245,52.070965,0.81640553,586.86096,249.39537,604.60693,252.54567,596.2451,262.65018,583.04834,267.76178,600.04645,270.6964,0.8033176
481.30978,266.47598,35.242836,45.604294,0.74830955,473.61368,259.84723,489.7149,260.22534,482.48895,269.55878,473.91022,274.84048,489.8675,275.09625,0.7363099
54.103832,368.57495,41.05335,53.916557,0.8876023,46.86338,362.07428,65.921295,363.47745,56.87018,375.2223,44.338432,379.0339,63.837967,380.65414,0.87344044
160.5741,361.4327,35.60819,50.698086,0.88375795,152.77417,356.63986,168.86371,356.0108,161.3682,365.70624,154.938,374.1241,168.13567,373.60107,0.8696573
160.56313,361.6657,35.75211,50.188988,0.87795967,152.6631,356.7588,168.97572,356.05316,161.35545,365.884,154.88567,374.14798,168.18036,373.60388,0.8638945
264.56464,360.5831,37.713547,51.13658,0.8797772,255.62573,356.34277,272.6189,354.2546,264.87463,365.38806,257.30063,372.09158,273.79202,370.02954,0.8657003
370.40723,359.78268,36.883488,49.457874,0.8795841,358.6629,356.42618,374.49072,354.67737,365.20514,364.4141,360.87228,371.3469,376.76257,369.37265,0.8655473
370.51392,359.6601,37.166855,49.421852,0.8781948,358.82693,356.52582,374.7089,354.82422,365.53516,364.56024,361.05933,371.16574,376.86737,369.26984,0.8641166
483.10388,367.00354,36.480427,46.986027,0.88388336,474.83157,360.70856,491.2881,363.15964,480.95032,372.36224,472.6229,375.66818,488.6645,378.0011,0.8697504
593.3925,364.0726,38.959137,49.503056,0.875716,588.26306,357.2095,605.9074,358.38193,598.72327,368.11588,587.3921,374.30072,603.27966,375.47815,0.8617557
593.4097,364.0107,38.85652,49.57163,0.86919427,588.3019,357.13147,605.8329,358.2999,598.93335,367.88776,587.7002,374.08084,603.44635,375.32568,0.85528487
54.118057,368.47125,40.712658,53.452686,0.8856554,46.698624,362.07938,65.78551,363.4111,56.742798,375.18137,44.278954,378.7058,63.723747,380.38678,0.87145674
483.1427,367.0688,36.36275,46.959484,0.8838471,474.83856,360.7069,491.25784,362.97266,481.16617,372.4497,472.55002,375.55255,488.8533,377.62503,0.8696698
593.63434,363.7839,38.777405,49.94963,0.8023533,588.4154,357.303,606.01135,358.5654,598.90247,368.48248,587.2282,374.1293,603.4347,375.2997,0.78950286
52.685505,469.50616,42.519257,55.9522,0.8160132,43.544422,463.3234,62.748573,465.49042,53.06495,476.09872,42.62093,480.1286,62.57244,482.07053,0.8030123
373.0746,469.9836,38.442802,54.031807,0.796206,361.85797,463.3554,379.91776,464.51318,368.81796,476.254,362.9455,481.24213,380.07297,482.09552,0.78351897
588.87225,465.6007,40.415882,58.257095,0.8856925,580.1203,459.92377,598.8088,459.51236,590.1311,471.63495,580.7131,477.31656,598.67926,476.94183,0.8715658
52.74601,469.60464,41.41679,54.23163,0.86695385,43.60652,463.55783,62.408165,465.27435,52.73299,475.61865,42.404198,480.0587,61.812378,481.71173,0.8531107
52.778954,469.4101,41.93914,54.64631,0.8820087,43.740364,463.29248,62.788994,465.20395,53.06035,475.67957,42.665558,479.65933,62.268684,481.5382,0.8678679
160.29408,475.42725,39.06384,49.64321,0.88146365,154.54878,469.43414,171.46527,474.16333,161.07848,483.59674,150.23587,484.24463,165.63089,488.76044,0.86740845
160.25247,475.45767,38.994045,49.94868,0.8811455,154.71938,469.6839,171.76324,474.72385,161.55016,483.71774,150.1835,484.01242,166.05827,488.85254,0.8670324
265.7885,473.3125,38.310753,53.271908,0.88378876,258.0251,465.49448,275.2189,465.88165,266.97607,476.9883,257.25027,482.33606,275.19946,482.84546,0.86963916
265.94327,473.3329,38.11969,53.178177,0.8508661,258.13077,465.60455,275.21646,465.9836,266.72324,477.27606,257.60834,482.42844,275.28012,482.98328,0.8372188
373.1426,470.09134,37.59837,53.899616,0.8681095,362.0301,463.54364,379.71515,464.27847,368.6192,476.25073,363.08813,481.3952,380.10107,481.78845,0.8542429
373.16714,470.04407,38.55921,53.92074,0.8777355,362.0022,463.46228,380.07892,464.51492,368.71,476.2583,363.01706,480.8916,380.19464,481.6955,0.8636642
479.061,477.25955,40.79975,59.266747,0.8621255,469.59076,474.68738,489.03195,474.6225,479.51392,488.54953,470.85965,492.1622,487.29852,492.17856,0.8483766
478.9385,477.29803,41.06254,58.88369,0.83675396,469.66528,474.31442,488.97128,474.11786,479.35168,488.2973,470.8896,492.2809,487.37927,492.02557,0.8233598
588.79443,465.46906,40.414173,57.99514,0.8872203,580.12885,459.8549,598.672,459.6319,589.9341,471.74405,580.3754,477.3452,598.4284,477.09308,0.87300944
588.69324,466.0116,40.545166,57.175453,0.76933134,580.0238,459.84485,598.87384,459.79572,589.82605,472.01535,580.4902,477.24518,598.6119,477.1655,0.7570015
265.92087,473.9186,38.22147,53.064915,0.7682391,258.061,465.67233,275.05914,466.0171,266.8856,477.08395,257.223,482.577,275.27747,483.02103,0.75594777
478.7958,477.65475,40.826138,58.707336,0.7659108,469.71945,474.55518,488.8737,474.60535,479.30093,488.47833,470.42334,492.24332,487.09558,492.14438,0.7536531
482.22635,158.66394,43.610626,60.21359,0.74229884,471.90225,154.38321,491.9233,153.1417,482.2555,165.93959,472.99826,173.23633,492.0828,172.15416,0.7298753
