Box_X,Box_Y,Box_Width,Box_Height,Confidence,Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,Extra
476.109,596.975,13.0493,18.7972,1.01328e-06,476.417,597.666,477.554,597.194,477.574,598.394,476.806,599.964,477.701,599.678,0.982909
485.78,597.425,14.9291,19.5173,4.76837e-07,485.123,596.668,485.82,596.687,485.856,597.504,485.275,599.195,485.666,599.284,0.982894
493.1,597.737,14.2657,19.4187,5.06639e-07,493.071,596.547,493.772,596.62,493.699,597.256,493.04,598.97,493.494,599.101,0.982874
501.971,597.614,14.6862,19.5046,3.8743e-07,501.708,595.627,502.238,595.777,502.163,596.281,501.572,598.186,501.816,598.376,0.982856
510.515,597.564,15.1103,19.3815,6.25849e-07,509.911,595.893,510.357,595.994,510.36,596.583,509.778,598.404,509.945,598.564,0.982862
518.165,598.147,15.3652,18.4788,4.76837e-07,517.266,596.747,517.741,596.669,517.853,597.441,517.016,599.178,517.343,599.209,0.982904
527.661,598.078,15.0992,18.0889,9.23872e-07,526.564,597.205,527.074,597.049,527.187,597.993,526.383,599.659,526.728,599.627,0.982899
533.913,597.879,14.9344,17.1005,9.53674e-07,533.362,598.135,534.053,597.545,534.236,598.752,533.347,600.352,533.992,599.983,0.982899
542.107,597.834,15.1839,16.7052,1.07288e-06,541.246,598.223,542.007,597.581,542.187,598.812,541.288,600.479,542.006,600.064,0.982898
549.048,597.004,14.5296,17.7841,1.2815e-06,549.051,598.639,550.111,597.678,550.314,599.131,549.465,600.721,550.411,600.064,0.982879
556.992,596.912,14.8059,17.4474,1.19209e-06,556.869,598.571,558.034,597.501,558.239,599.023,557.387,600.751,558.42,600.009,0.982879
563.981,596.698,13.687,17.8182,1.2517e-06,564.759,598.974,566.064,597.494,566.379,599.295,565.618,601.086,566.775,600.058,0.982871
570.563,596.874,11.6851,15.5104,1.3113e-06,572.474,599.259,574.236,597.014,574.531,599.293,573.764,601.604,575.528,600.029,0.982853
579.839,595.806,15.6154,18.894,8.9407e-08,580.359,598.559,583.929,595.65,582.887,600.093,582.47,602.794,585.746,600.8,0.982754
586.062,595.307,15.4894,18.6435,8.9407e-08,587.729,597.716,592.258,595.368,590.538,599.97,589.287,603.366,593.268,601.802,0.982698
596.433,595.226,15.8007,19.3787,8.9407e-08,598.341,597.297,603.237,595.959,601.723,600.337,599.547,603.664,603.784,602.862,0.982641
603.094,595.177,15.7651,19.5038,5.96046e-08,606.242,597.463,611.116,596.258,609.725,600.635,606.97,603.791,611.294,603.113,0.982646
613.216,595.124,15.6569,19.6647,0,617.409,596.792,621.419,595.998,621.224,600.315,618.023,603.737,621.646,603.4,0.982618
618.053,595.311,15.6456,19.7499,0,623.73,596.609,626.557,596.311,627.367,600.559,623.833,603.776,626.492,603.809,0.982611
628.67,595.247,14.2548,19.8238,0,635.03,596.02,635.621,595.811,637.539,599.646,634.4,603.123,635.125,603.14,0.982616
635.059,595.967,11.0205,19.8923,2.98023e-08,640.82,594.871,641.186,594.803,642.736,598.846,639.946,602.602,640.649,602.629,0.98266
2.44028,604.912,5.75683,19.6834,2.98023e-07,6.19999,605.193,6.54233,604.111,6.91783,607.523,4.49874,610.032,5.7313,609.356,0.982738
10.7587,603.494,14.2628,19.5728,8.9407e-08,11.7631,604.786,15.3105,604.109,13.2011,607.248,10.9364,609.665,14.3411,609.284,0.982695
17.1292,604.251,15.4907,19.22,8.9407e-08,16.5732,605.148,21.4951,604.549,17.5222,608.212,16.3224,611.186,20.5113,610.838,0.982694
30.1295,603.302,15.6522,19.4658,1.19209e-07,29.4901,603.653,33.996,603.051,31.2417,607.037,30.2916,610.364,34.0682,610.013,0.982709
36.6472,602.811,15.6438,19.5058,1.19209e-07,36.1677,603.034,41.1353,601.707,39.0558,606.412,37.9708,610.358,42.0624,609.5,0.98269
40.3203,603.161,15.775,19.4392,8.9407e-08,40.2154,603.23,45.0498,602.311,42.9422,606.767,41.2457,610.421,45.2142,609.867,0.982727
54.3266,603.95,14.7653,18.9337,4.47035e-07,56.0704,604.218,58.8228,604.374,57.9982,607.007,56.1538,609.799,58.3709,610.009,0.982772
59.087,601.788,14.844,16.7501,3.57628e-07,61.6531,602.205,63.4441,602.892,63.3723,603.778,61.9028,605.625,63.6107,606.202,0.982771
70.4175,601.109,14.2146,11.0794,2.71201e-06,70.2867,600.41,70.542,601.136,70.6939,601.109,70.684,603.12,70.7772,603.758,0.982777
78.7505,604.495,15.3722,10.4445,2.29478e-06,77.7802,601.885,77.756,602.82,77.9995,602.033,78.2054,604.13,78.1019,604.921,0.98276
86.4095,603.795,15.6529,11.2037,5.36442e-07,85.2406,600.26,84.5685,601.323,84.9714,600.392,85.5189,602.824,84.801,603.73,0.982764
94.1277,603.583,15.7129,10.6396,7.45058e-07,92.6932,600.339,91.9043,601.168,92.3612,600.505,92.7683,602.889,91.9446,603.638,0.98279
103.259,604.921,15.4683,14.5456,6.85453e-07,101.042,601.34,101.505,601.626,101.289,601.911,100.463,604.306,100.617,604.617,0.982924
113.639,605.283,14.1715,18.978,7.45058e-07,111.704,603.193,112.116,603.313,112.031,604.065,111.473,606.109,111.472,606.284,0.982948
116.053,606.807,9.14718,19.5179,8.04663e-07,116.427,606.196,117.405,605.751,117.18,606.805,116.325,608.593,117.12,608.328,0.982966
126.503,607.067,14.3687,18.9667,6.85453e-07,125.449,606.558,126.43,606.036,126.366,607.253,125.48,609.174,126.256,608.841,0.982914
132.856,606.853,10.1752,18.2668,4.32134e-06,133.575,607.955,135.419,606.509,135.179,608.311,134.116,610.424,135.828,609.371,0.982901
140.851,607.442,12.0187,17.1257,4.88758e-06,141.104,608.33,143.13,606.812,142.875,608.699,141.661,610.973,143.58,609.868,0.982943
148.793,607.27,12.247,17.1808,5.24521e-06,149.289,608.341,151.4,606.654,151.27,608.63,149.99,611.022,151.998,609.799,0.982927
156.7,607.595,12.074,16.6416,6.52671e-06,157.199,608.366,159.472,606.589,159.296,608.646,157.957,611.183,160.122,609.894,0.982931
164.716,606.918,14.0664,16.8285,6.55651e-06,165.317,608.096,167.586,606.355,167.728,608.491,166.317,611.024,168.42,609.788,0.982882
172.687,606.867,14.449,17.545,4.52995e-06,173.394,607.905,175.616,606.262,175.825,608.346,174.316,610.894,176.368,609.739,0.982877
180.782,606.86,14.3982,17.7357,4.02331e-06,181.556,607.838,183.726,606.301,183.934,608.329,182.412,610.832,184.408,609.758,0.98288
188.847,606.77,14.5469,17.8151,3.63588e-06,189.646,607.857,191.734,606.365,191.976,608.356,190.458,610.801,192.378,609.76,0.982878
196.913,607.01,14.1327,17.7914,3.27826e-06,197.561,607.93,199.638,606.441,199.751,608.382,198.261,610.806,200.202,609.757,0.982899
204.932,606.99,13.9945,17.6356,3.57628e-06,205.577,607.961,207.651,606.456,207.746,608.403,206.286,610.812,208.226,609.748,0.982899
212.901,607.038,13.8934,17.5688,3.66569e-06,213.551,607.995,215.646,606.474,215.713,608.425,214.247,610.84,216.214,609.764,0.982901
220.938,607.015,14.0034,17.5191,3.75509e-06,221.585,607.983,223.672,606.455,223.757,608.408,222.284,610.828,224.246,609.747,0.9829
228.881,607.016,13.8091,17.5591,3.78489e-06,229.499,607.941,231.623,606.362,231.668,608.325,230.181,610.77,232.192,609.649,0.982908
236.851,607.028,13.7156,17.5439,3.8445e-06,237.446,607.95,239.59,606.357,239.615,608.337,238.145,610.79,240.171,609.658,0.98291
244.855,606.936,13.922,17.5503,3.96371e-06,245.361,607.906,247.508,606.3,247.553,608.304,246.112,610.758,248.128,609.615,0.982906
252.637,607.001,13.3284,17.7506,4.05312e-06,253.153,607.937,255.341,606.346,255.301,608.36,253.904,610.797,255.944,609.662,0.982915
260.818,606.979,14.0543,17.5279,5.06639e-06,261.2,607.991,263.33,606.558,263.378,608.564,262.05,610.921,263.971,609.908,0.982895
268.726,606.971,13.9334,17.7126,4.55976e-06,269.119,608.005,271.212,606.62,271.239,608.594,269.936,610.903,271.815,609.925,0.982896
276.971,607.056,14.1495,17.7037,4.11272e-06,277.046,607.954,279.017,606.7,279.045,608.606,277.863,610.837,279.611,609.95,0.982906
284.5,607.112,12.7436,18.0717,3.93391e-06,284.718,608.016,286.677,606.833,286.558,608.689,285.478,610.822,287.194,609.98,0.982926
293.358,607.594,14.0695,18.2853,3.45707e-06,292.797,607.655,294.324,607.117,294.305,608.639,293.484,610.583,294.705,610.223,0.982939
301.258,607.628,13.4728,18.4065,3.21865e-06,301.02,607.631,302.459,607.136,302.433,608.555,301.618,610.444,302.755,610.119,0.982938
309.861,607.822,14.1229,18.8363,2.02656e-06,309.202,607.252,310.445,607.034,310.383,608.28,309.625,610.148,310.536,610.036,0.982943
318.535,607.246,14.612,18.7688,1.99676e-06,317.694,606.883,318.795,606.657,318.823,607.864,318.067,609.693,318.861,609.575,0.982924
325.6,607.747,13.3575,18.8286,1.72853e-06,325.064,607.342,326.384,606.902,326.179,608.188,325.264,610.11,326.311,609.827,0.982959
333.937,607.633,13.6389,18.5347,2.17557e-06,333.247,607.387,334.592,606.896,334.385,608.252,333.485,610.18,334.56,609.854,0.982956
341.113,607.451,11.7536,18.2833,3.36766e-06,341.123,607.86,342.722,607.017,342.423,608.556,341.442,610.519,342.828,609.919,0.98295
349.633,607.469,13.3789,17.7463,3.42727e-06,349.306,607.826,350.91,606.957,350.696,608.529,349.659,610.545,351.065,609.928,0.98294
356.95,607.176,11.5028,18.0791,4.11272e-06,357.207,608.007,359.077,606.722,358.785,608.483,357.65,610.609,359.384,609.676,0.982945
364.938,607.341,11.946,17.6887,4.58956e-06,365.027,608.134,366.968,606.805,366.664,608.619,365.505,610.798,367.314,609.83,0.982955
372.851,607.246,11.8646,17.6242,5.0962e-06,373.067,608.182,375.072,606.733,374.805,608.61,373.622,610.839,375.501,609.783,0.982948
380.826,607.451,11.8305,17.2886,5.69224e-06,381.04,608.26,383.12,606.771,382.835,608.683,381.622,610.98,383.572,609.894,0.982951
388.9,607.305,12.6896,17.0415,6.4373e-06,389.188,608.322,391.275,606.817,391.118,608.763,389.872,611.057,391.817,609.967,0.982927
396.892,607.379,12.9788,17.0613,6.04987e-06,397.175,608.332,399.268,606.835,399.138,608.779,397.853,611.099,399.804,610.018,0.982924
404.901,607.32,13.1199,17.1658,5.81145e-06,405.199,608.299,407.278,606.799,407.185,608.743,405.898,611.067,407.832,609.986,0.982921
412.824,607.377,12.8507,17.1534,6.07967e-06,413.166,608.305,415.274,606.803,415.153,608.754,413.863,611.09,415.822,610.006,0.982923
420.889,607.307,13.3718,17.1221,5.57303e-06,421.292,608.372,423.374,606.881,423.344,608.841,422.047,611.169,423.965,610.1,0.982905
428.866,607.308,13.4477,17.2016,5.39422e-06,429.288,608.334,431.38,606.843,431.358,608.8,430.045,611.145,431.971,610.078,0.982903
436.821,607.207,13.7459,17.2194,5.45382e-06,437.254,608.34,439.352,606.794,439.403,608.795,438.1,611.164,440.02,610.06,0.982893
444.611,607.377,13.0922,17.1603,6.22869e-06,445.051,608.362,447.243,606.802,447.188,608.849,445.914,611.247,447.912,610.131,0.982903
452.744,607.003,14.2952,17.3145,5.63264e-06,453.033,608.113,455.163,606.714,455.267,608.756,454.038,611.076,455.914,610.092,0.982882
460.666,606.956,14.2354,17.8303,4.11272e-06,461.019,608,463.086,606.721,463.174,608.684,461.929,610.946,463.735,610.054,0.982883
469.17,607.143,14.5075,18.0552,3.18885e-06,469.116,607.775,470.914,606.818,471.037,608.562,469.965,610.702,471.503,610.041,0.982903
476.58,607.173,13.0151,18.6195,2.5034e-06,476.808,607.737,478.506,606.896,478.512,608.486,477.553,610.485,478.982,609.905,0.982928
486.329,607.54,14.8225,19.3165,9.23872e-07,485.116,606.484,486.133,606.414,486.243,607.506,485.646,609.418,486.322,609.425,0.982954
493.787,607.925,14.215,19.1268,1.07288e-06,493.029,606.577,493.986,606.561,494.018,607.493,493.381,609.378,494.024,609.429,0.982955
503.219,607.007,14.8938,19.3761,6.25849e-07,501.875,605.412,502.552,605.582,502.584,606.341,502.056,608.245,502.385,608.442,0.982925
512.134,606.131,15.1643,19.3382,9.23872e-07,510.611,605.172,511.13,605.286,511.254,606.104,510.754,607.924,510.946,608.082,0.9829
517.551,607.373,13.4314,19.3737,7.7486e-07,516.892,606.66,517.891,606.386,517.743,607.428,516.893,609.248,517.633,609.103,0.98295
526.375,607.358,14.1229,18.967,1.19209e-06,525.337,606.947,526.38,606.589,526.233,607.798,525.418,609.625,526.199,609.409,0.98294
532.551,607.013,9.90417,18.7227,2.83122e-06,533.017,608.023,534.551,606.938,534.251,608.541,533.365,610.429,534.747,609.644,0.982935
540.723,607.786,10.6546,17.3405,4.11272e-06,540.913,608.51,542.666,607.3,542.29,609.052,541.357,611.136,542.944,610.252,0.982959
548.833,607.381,12.1287,16.3798,6.88434e-06,549.405,608.896,551.427,607.343,551.299,609.332,550.236,611.521,552.083,610.396,0.982894
556.695,607.682,13.2108,16.1809,6.55651e-06,557.055,608.905,559.249,607.255,559.149,609.37,557.991,611.744,560.013,610.553,0.982897
564.104,606.891,13.8947,17.6963,3.06964e-06,564.672,608.558,566.79,606.665,566.922,609.007,565.842,611.437,567.791,610.096,0.982879
571.34,606.887,13.7976,17.7088,8.04663e-07,572.403,608.239,574.984,605.899,574.938,608.655,573.847,611.508,576.331,609.865,0.982849
579.837,604.894,15.6491,18.9552,1.19209e-07,579.942,606.453,584.223,603.708,582.667,608.355,581.881,611.684,585.638,609.81,0.982757
586.54,603.553,15.65,18.8036,2.98023e-08,587.87,605.338,592.629,603.194,590.599,607.808,589.232,611.496,593.361,610.083,0.982698
596.568,603.485,15.8263,19.4479,2.98023e-08,598.362,605.105,603.343,603.755,601.683,608.182,599.446,611.735,603.743,610.926,0.982635
602.758,602.898,15.7873,19.5498,2.98023e-08,605.922,604.908,610.789,603.617,609.362,608.058,606.624,611.463,610.948,610.726,0.982636
613.228,602.813,15.6488,19.6803,5.96046e-08,617.747,604.355,621.485,603.416,621.52,607.736,618.39,611.426,621.806,610.992,0.982602
618.278,603.124,15.6435,19.764,0,624.316,604.394,626.71,603.892,627.944,608.154,624.522,611.616,626.856,611.516,0.982594
628.178,603.393,14.3739,19.8383,0,634.999,604.127,635.396,603.779,637.626,607.661,634.387,611.273,634.987,611.2,0.98261
635.085,604.033,10.9765,19.8949,2.98023e-08,641.075,602.814,641.252,602.615,642.996,606.725,640.092,610.543,640.672,610.486,0.982658
2.86252,612.726,7.09569,19.7812,3.27826e-07,6.23745,613.211,6.74967,612.427,6.85897,616.254,4.54295,618.725,5.94108,618.257,0.982738
11.1954,612.071,14.5028,19.5778,1.49012e-07,11.6668,614.133,14.9729,613.646,12.5657,616.972,10.7491,619.19,13.9754,618.922,0.982713
17.7803,612.925,15.6829,19.3883,8.9407e-08,17.4585,615.131,22.2199,614.673,18.1832,618.334,16.9358,621,20.967,620.783,0.982677
28.9529,611.741,15.7746,19.5253,5.96046e-08,28.7957,612.782,33.3371,612.109,30.5666,616.239,29.4119,619.438,33.2961,619.071,0.982684
36.3888,610.989,15.6573,19.5623,5.96046e-08,36.3169,611.432,41.1967,609.975,39.1002,615.023,38.0243,618.979,42.0752,618.049,0.982688
40.5545,611.54,15.7873,19.4606,2.98023e-08,40.7755,611.671,45.4892,610.671,43.404,615.381,41.713,619.062,45.5789,618.465,0.98272
53.5752,612.66,15.1717,19.1039,1.19209e-07,56.1936,613.039,58.788,612.775,58.4746,615.934,56.1625,618.985,58.3349,618.934,0.98277
63.1001,612.901,14.2235,16.4085,4.17233e-07,66.0726,613.068,67.4381,613.026,68.0797,614.575,66.0939,616.646,67.527,616.735,0.982766
71.5096,613.425,15.0287,16.5855,1.10269e-06,71.683,613.363,72.8513,613.241,73.1506,614.169,72.0011,615.874,72.9967,615.857,0.982834
79.2859,613.456,14.8983,15.1645,1.87755e-06,79.6312,613.664,80.6745,613.461,80.9748,614.321,79.9939,615.96,80.9277,615.879,0.982806
87.4586,613.551,15.2429,13.4112,1.16229e-06,86.9875,613.693,88.0145,613.391,88.1917,614.329,87.0519,616.073,88.005,615.917,0.982792
96.7959,613.795,12.6568,11.4372,4.02331e-06,96.6041,614.168,97.6818,613.683,97.7101,614.909,96.6776,616.661,97.6478,616.358,0.982819
103.556,614.183,15.453,12.2649,6.55651e-07,102.505,614.551,103.641,613.484,103.792,614.991,102.385,616.916,103.55,616.171,0.982907
111.377,614.168,15.4126,12.7296,1.2517e-06,110.074,614.672,111.374,613.422,111.475,615.079,110.147,617.108,111.466,616.219,0.982936
117.282,613.507,14.0458,16.1052,1.01328e-06,117.162,614.847,118.694,613.122,118.704,615.052,117.554,617.147,119.128,615.896,0.982969
124.093,613.362,11.3752,16.0898,2.35438e-06,124.627,614.687,126.471,612.709,126.343,614.727,125.174,617.09,127.059,615.639,0.982994
132.395,611.771,13.0939,17.613,3.63588e-06,134.432,614.353,136.4,611.734,137.184,614.167,135.83,616.837,137.707,614.978,0.982922
140.012,611.397,14.5847,17.3628,2.77162e-06,141.947,613.607,143.994,610.897,144.992,613.419,143.359,616.402,145.343,614.493,0.982909
148.033,611.325,14.9565,17.0834,2.29478e-06,150.479,613.123,152.545,610.341,153.928,612.965,152.096,616.256,154.025,614.323,0.982889
155.84,611.224,14.6392,16.7761,2.5928e-06,157.996,612.677,160.392,609.88,161.492,612.583,159.608,615.938,161.838,613.995,0.982901
163.524,610.918,15.5934,16.843,1.99676e-06,165.874,612.045,168.503,609.398,169.844,612.372,167.722,615.947,170.021,614.157,0.982858
171.594,611.006,15.5985,16.8461,1.66893e-06,174.29,611.888,176.871,609.399,178.27,612.349,175.98,615.962,178.232,614.296,0.982855
179.614,610.975,15.5275,16.9116,1.93715e-06,182.438,611.825,184.944,609.483,186.356,612.381,184.028,615.94,186.205,614.383,0.982857
187.71,611.063,15.5753,17.0876,1.78814e-06,190.742,612.001,193.104,609.703,194.619,612.566,192.268,616.089,194.32,614.565,0.982851
195.706,611.071,15.3939,17.1422,1.78814e-06,198.68,612.208,200.937,609.867,202.392,612.642,200.141,616.091,202.135,614.523,0.98286
203.712,611.013,15.3968,17.1236,1.87755e-06,206.629,612.232,208.873,609.862,210.314,612.628,208.108,616.056,210.096,614.465,0.982859
211.708,610.995,15.3691,17.0953,1.87755e-06,214.628,612.226,216.884,609.838,218.303,612.606,216.099,616.033,218.103,614.427,0.982859
219.674,610.956,15.3863,17.0821,1.90735e-06,222.598,612.197,224.852,609.804,226.278,612.578,224.067,616.014,226.07,614.405,0.98286
227.666,610.874,15.3403,17.0468,1.99676e-06,230.573,612.129,232.836,609.727,234.249,612.501,232.048,615.943,234.057,614.326,0.982861
235.664,610.881,15.334,17.1177,1.96695e-06,238.485,612.153,240.794,609.745,242.157,612.535,239.976,615.972,242.02,614.35,0.982862
243.66,610.928,15.4,17.2007,1.90735e-06,246.332,612.196,248.691,609.794,250.003,612.593,247.858,616.021,249.938,614.401,0.982863
251.712,611.056,15.3437,17.3566,1.93715e-06,254.248,612.335,256.647,609.952,257.888,612.749,255.795,616.135,257.901,614.526,0.982866
259.732,611.368,15.454,17.4971,1.90735e-06,262.018,612.612,264.443,610.306,265.58,613.071,263.55,616.382,265.675,614.824,0.982869
267.81,611.49,15.4364,17.6149,1.81794e-06,270.113,612.819,272.472,610.556,273.598,613.291,271.612,616.526,273.677,614.997,0.982868
275.802,611.641,15.4077,17.6934,1.96695e-06,277.857,613.071,280.119,610.872,281.18,613.519,279.346,616.628,281.343,615.134,0.982873
283.96,611.868,15.3882,17.7022,1.78814e-06,285.945,613.37,288.081,611.28,289.151,613.82,287.423,616.783,289.307,615.362,0.982874
292.109,612.337,15.3591,17.1003,1.78814e-06,293.654,613.802,295.672,611.862,296.541,614.226,294.968,616.975,296.8,615.639,0.982887
300.383,612.308,15.3687,16.8603,1.78814e-06,302.087,613.877,303.9,612.008,304.859,614.245,303.315,616.871,304.982,615.584,0.982886
308.453,612.539,15.1973,16.6524,1.46031e-06,309.987,614.157,311.734,612.343,312.536,614.502,311.01,617.006,312.66,615.747,0.982893
316.669,612.376,15.394,16.6979,1.3411e-06,318.392,614.235,319.942,612.403,320.888,614.534,319.355,616.996,320.833,615.724,0.982886
324.657,612.625,14.8319,17.4333,1.2815e-06,325.944,614.363,327.592,612.407,328.225,614.51,326.753,616.953,328.376,615.57,0.982922
332.566,612.609,14.5809,17.4904,1.51992e-06,333.848,614.485,335.547,612.429,336.149,614.591,334.74,617.053,336.411,615.592,0.982926
340.421,612.364,14.4744,17.9074,1.63913e-06,341.978,614.421,343.722,612.188,344.427,614.428,342.986,616.985,344.698,615.401,0.982925
348.238,612.249,14.4096,17.8093,1.90735e-06,349.886,614.287,351.695,611.965,352.439,614.255,350.951,616.923,352.733,615.277,0.982924
356.181,611.795,14.3222,17.9204,2.26498e-06,358.231,613.948,360.065,611.446,361.031,613.838,359.457,616.663,361.24,614.901,0.982916
364.073,611.708,14.4076,17.7996,2.41399e-06,366.078,613.788,367.999,611.235,368.98,613.677,367.361,616.591,369.224,614.794,0.982914
372.096,611.622,14.6572,17.7102,2.29478e-06,374.261,613.653,376.2,611.022,377.344,613.525,375.665,616.56,377.515,614.717,0.982905
379.99,611.542,14.453,17.5374,2.5034e-06,382.098,613.439,384.154,610.79,385.231,613.317,383.522,616.395,385.479,614.541,0.982908
387.934,611.406,15.0338,17.4114,2.5034e-06,390.277,613.246,392.348,610.627,393.642,613.243,391.828,616.436,393.738,614.624,0.982887
395.905,611.429,15.0897,17.3827,2.32458e-06,398.3,613.152,400.391,610.562,401.701,613.179,399.829,616.406,401.755,614.617,0.982885
403.903,611.442,15.1438,17.4,2.32458e-06,406.3,613.103,408.405,610.535,409.731,613.16,407.842,616.405,409.768,614.634,0.982883
411.886,611.436,15.0543,17.3597,2.38419e-06,414.245,613.044,416.395,610.488,417.662,613.114,415.77,616.352,417.737,614.59,0.982886
419.869,611.416,15.2565,17.3817,2.08616e-06,422.318,613.022,424.482,610.499,425.803,613.163,423.861,616.434,425.817,614.704,0.982875
427.843,611.396,15.2315,17.36,2.08616e-06,430.28,612.965,432.486,610.455,433.761,613.127,431.802,616.398,433.793,614.678,0.982877
435.838,611.398,15.3819,17.3428,1.99676e-06,438.194,612.901,440.468,610.384,441.744,613.104,439.789,616.418,441.818,614.696,0.98287
443.787,611.462,15.1644,17.3648,2.20537e-06,445.846,612.854,448.312,610.35,449.347,613.116,447.443,616.404,449.639,614.687,0.982879
451.59,611.442,15.5853,17.4316,1.99676e-06,453.544,612.746,456.091,610.418,457.141,613.261,455.218,616.529,457.432,614.956,0.98286
459.801,611.623,15.5786,17.4343,1.69873e-06,461.98,612.849,464.405,610.69,465.49,613.449,463.516,616.65,465.626,615.2,0.982857
467.825,611.9,15.5002,17.5023,1.69873e-06,469.946,613.147,472.131,611.141,473.261,613.726,471.432,616.782,473.362,615.434,0.98286
476.126,612.057,15.5064,17.0453,1.54972e-06,478.322,613.399,480.203,611.607,481.454,613.96,479.729,616.791,481.405,615.592,0.98286
484.651,612.576,15.4012,15.829,1.2517e-06,485.876,613.865,487.572,612.231,488.435,614.293,486.983,616.804,488.575,615.675,0.982888
493.027,612.638,15.3168,15.5331,1.2517e-06,494.256,614.05,495.785,612.498,496.648,614.416,495.258,616.725,496.714,615.653,0.982889
501.448,612.868,15.3793,14.5923,1.01328e-06,502.048,614.31,503.572,612.862,504.155,614.742,502.768,616.914,504.237,615.903,0.98289
509.895,612.839,15.4561,14.7298,1.19209e-06,510.767,614.616,512.082,613.096,512.789,615.023,511.421,617.165,512.696,616.103,0.982883
517.293,613.135,14.8917,16.6216,6.85453e-07,517.717,614.717,519.195,612.981,519.529,614.909,518.179,617.13,519.678,615.888,0.982939
524.993,613.193,14.293,16.4858,1.16229e-06,525.523,614.907,527.151,613.006,527.396,615.04,526.141,617.327,527.788,615.955,0.982946
532.629,612.599,13.9704,17.7029,1.3113e-06,533.746,614.88,535.482,612.528,535.956,614.771,534.735,617.218,536.481,615.524,0.982941
539.982,612.338,12.4509,17.751,1.84774e-06,541.228,614.491,543.247,611.967,543.562,614.33,542.309,616.923,544.34,615.101,0.982954
547.909,611.222,15.1274,17.3219,1.93715e-06,550.151,613.936,552.301,611.263,553.416,614.084,551.902,617.033,553.819,615.184,0.982862
555.618,611.245,15.2098,17.2913,1.72853e-06,557.461,613.451,559.971,610.763,560.866,613.789,559.268,616.925,561.493,615.075,0.982862
562.26,610.882,14.6947,16.8282,2.14577e-06,564.074,612.596,567.098,610.038,567.402,613.457,565.837,616.667,568.461,614.917,0.982884
570.777,611.72,15.3934,17.5193,2.38419e-07,572.091,612.913,576.056,610.323,575.367,614.312,573.895,617.842,577.333,616.088,0.982852
579.283,612.971,15.8161,19.1806,0,580.086,614.373,584.696,612.019,582.782,617.04,581.833,620.637,585.784,619.084,0.982741
586.55,612.431,15.8788,19.1596,0,588.204,614.206,593.234,612.547,590.781,617.421,589.203,621.072,593.521,620.05,0.982686
596.272,611.861,15.9123,19.5094,0,598.499,613.821,603.596,612.842,601.677,617.437,599.224,620.847,603.611,620.344,0.982606
602.149,611.387,15.8601,19.5366,0,606.108,613.927,611.057,612.941,609.441,617.621,606.446,620.84,610.81,620.362,0.982606
612.889,611.506,15.7566,19.6529,0,618.42,614.07,621.719,613.458,621.798,617.743,618.393,621.061,621.468,620.898,0.982601
618.705,612.079,15.6973,19.6797,0,625.316,614.426,627.379,614.134,628.627,618.421,624.962,621.431,627.083,621.518,0.982592
627.75,612.156,14.6365,19.7221,5.96046e-08,634.623,613.233,635.295,613.026,637.215,616.847,633.71,620.225,634.585,620.257,0.982666
634.94,613.634,11.7231,19.9117,0,640.943,612.15,641.25,612.018,642.8,616.054,639.747,619.81,640.465,619.801,0.982669
3.77779,620.55,8.42663,19.768,2.38419e-07,6.54597,622.079,7.70527,621.257,7.54023,625.22,5.10092,627.38,6.86379,626.892,0.982757
11.7363,620.248,14.7629,19.5504,8.9407e-08,11.749,623.61,15.5958,623.086,12.8739,626.439,11.0834,628.114,14.5683,627.814,0.982712
18.1932,620.024,15.7964,19.3317,2.98023e-08,17.7306,623.938,23.0188,623.366,18.7241,627.016,17.1127,629.193,21.4451,628.914,0.982659
28.1627,619.189,15.7932,19.4454,2.98023e-08,28.0503,621.727,33.173,620.796,30.1836,624.961,28.5647,627.766,32.8579,627.244,0.982673
36.4683,618.352,15.6201,19.5542,2.98023e-08,36.7023,620.008,41.7633,618.315,39.6339,623.455,38.2749,627.11,42.4387,626.032,0.982684
42.2496,619.678,15.7375,19.4744,2.98023e-08,42.8296,620.633,47.5154,619.374,45.5934,624.183,43.6462,627.666,47.4547,626.898,0.982713
53.3695,621.653,15.1731,19.0539,1.78814e-07,56.6139,622.466,59.2815,621.704,59.2659,625.285,56.6997,628.53,58.8999,628.142,0.98277
62.9039,620.931,14.1981,18.6778,9.23872e-07,66.2768,621.512,67.7989,620.706,68.7726,623.259,66.5358,626.038,67.9793,625.592,0.98278
68.752,622.564,12.7626,18.9844,2.02656e-06,70.7839,623.086,72.0913,622.414,72.5873,623.992,71.3411,626.137,72.5117,625.718,0.982902
77.356,622.261,14.2751,19.4149,1.51992e-06,78.6903,623.201,79.8915,622.414,80.5233,623.919,79.5101,625.977,80.5604,625.461,0.982869
84.9655,623.917,13.5861,19.3652,1.19209e-06,85.9841,624.638,87.5448,623.701,87.7318,625.266,86.5833,627.393,87.9868,626.745,0.982912
93.829,623.408,14.703,19.1146,1.37091e-06,94.6085,624.357,96.1066,623.331,96.4346,624.97,95.223,627.1,96.5816,626.39,0.982899
100.695,623.757,12.1111,18.8988,1.3113e-06,101.39,624.536,103.484,622.758,103.304,624.664,101.829,627.159,103.893,625.866,0.983
