Box_X,Box_Y,Box_Width,Box_Height,Confidence,Class_0_Probability,Class_1_Probability,Class_2_Probability,Class_3_Probability,Class_4_Probability,Class_5_Probability,Class_6_Probability,Class_7_Probability,Class_8_Probability,Class_9_Probability,Extra
5.82772,3.13366,12.4049,5.88331,7.15256e-07,6.944,5.3119,7.47787,4.64989,7.11982,5.31444,6.37509,5.78433,7.32291,5.4117,0.982902
15.9602,3.33088,14.9611,4.29003,5.66244e-07,15.159,4.768,17.554,3.97066,15.9565,4.32807,15.2065,4.55842,17.451,4.08328,0.982926
21.499,3.71562,15.8689,3.97631,1.19209e-07,21.1366,6.04434,23.3276,5.16794,21.9147,5.01058,20.9509,4.94854,23.1142,4.46256,0.982892
31.3853,3.55455,15.6324,3.57521,5.66244e-07,31.555,5.77378,33.9591,5.02043,32.695,4.96297,31.3317,4.83134,33.5942,4.43665,0.982934
38.8316,3.67388,15.7658,3.32039,5.96046e-07,39.4286,6.07882,41.526,5.37245,40.4608,5.20373,38.7278,4.87067,40.7767,4.51991,0.982926
46.7628,3.54448,15.7,3.21711,7.7486e-07,47.7112,6.07424,49.6984,5.50556,48.4374,5.29433,46.3984,4.80866,48.3441,4.55904,0.982926
54.4353,3.37422,15.7197,3.32535,1.2219e-06,55.5697,5.76569,57.4492,5.29133,56.1965,5.19861,53.9637,4.71163,55.7718,4.5319,0.9829
62.3473,3.32841,15.7107,3.27655,1.07288e-06,63.5296,5.83875,65.2345,5.29339,64.0657,5.17547,61.8529,4.66138,63.5548,4.43054,0.982903
70.3222,3.17014,15.6769,3.31918,2.17557e-06,71.2821,5.33361,72.9175,4.76972,71.8791,4.74636,69.7958,4.41514,71.4375,4.15728,0.982883
78.5525,3.12129,15.6595,3.28557,1.81794e-06,79.4762,5.36335,81.0632,4.73431,80.1213,4.68609,78.1058,4.346,79.7318,4.04004,0.982888
86.5852,3.11692,15.6208,3.296,2.17557e-06,87.2798,5.28913,88.8971,4.61593,87.9517,4.51975,86.0621,4.25759,87.7142,3.91389,0.98289
94.4637,3.05627,15.6341,3.27426,2.05636e-06,94.7957,5.22059,96.403,4.49729,95.507,4.36318,93.8224,4.15923,95.4761,3.77247,0.982893
102.56,2.95749,15.5214,3.39851,1.54972e-06,102.633,5.14124,104.23,4.35945,103.381,4.26032,101.933,4.1633,103.6,3.72348,0.982895
110.516,2.93228,15.574,3.41022,1.19209e-06,110.346,5.10224,111.914,4.30957,111.111,4.23522,109.839,4.19845,111.472,3.74807,0.982887
118.678,2.79356,15.3831,3.53552,1.01328e-06,118.431,5.10279,119.937,4.22187,119.334,4.21307,118.349,4.22664,119.948,3.70391,0.982889
122.028,2.9355,15.2725,3.79806,8.34465e-07,123.407,5.37583,124.854,4.296,124.655,4.39828,123.83,4.65275,125.393,3.99223,0.982873
133.733,3.03309,15.5184,7.04625,1.78814e-07,133.617,5.50561,135.491,4.59053,134.999,4.59612,134.318,5.14541,136.299,4.59969,0.982844
140.637,3.49552,15.5989,15.8129,5.96046e-08,140.731,5.97957,142.801,5.05834,142.179,5.33115,141.395,6.318,143.59,5.78086,0.982807
150.105,3.70236,15.46,18.447,2.98023e-08,150.213,6.20367,152.223,5.72014,151.536,6.04985,150.467,7.08488,152.656,6.86192,0.982781
158.867,4.07393,15.434,19.0137,0,159.447,6.67082,161.468,6.60983,160.634,6.89715,159.028,7.73556,161.226,7.83443,0.982769
167.071,4.28005,15.5786,18.9855,2.98023e-08,168.358,7.02835,169.973,7.4754,169.311,7.53804,167.013,7.87455,168.882,8.36727,0.982743
175.592,4.51338,15.4548,18.7718,8.9407e-08,177.419,7.27218,178.981,7.90878,178.203,7.99779,175.506,8.13827,177.323,8.78223,0.982752
183.791,4.51581,15.5229,18.3876,8.9407e-08,185.739,7.24065,187.12,7.86443,186.387,8.01532,183.449,8.04086,185.08,8.6899,0.982752
192.599,4.04894,14.8752,15.8702,2.68221e-07,194.844,6.5221,196.154,7.13859,195.2,7.18267,192.277,7.07698,193.851,7.71315,0.982769
200.365,3.62369,15.4218,12.4843,3.27826e-07,202.109,5.9811,203.349,6.38829,202.429,6.44638,199.534,6.31343,200.997,6.80348,0.982767
208.557,3.36335,15.1215,8.94773,7.7486e-07,210.39,5.60682,211.669,5.91157,210.68,5.92616,207.867,5.77184,209.36,6.17798,0.982786
216.319,3.29954,15.3872,7.6862,6.85453e-07,217.86,5.52702,219.215,5.68458,218.176,5.63474,215.457,5.53725,216.989,5.83517,0.982793
224.326,3.20914,15.2845,6.57405,9.83477e-07,225.73,5.36027,227.159,5.43987,226.065,5.32951,223.464,5.24988,225.055,5.4825,0.982805
232.05,3.20266,15.4319,6.09172,8.34465e-07,233.22,5.33828,234.735,5.31167,233.591,5.14523,231.096,5.12405,232.742,5.27633,0.982811
240.009,3.16695,15.3943,5.71392,1.01328e-06,241.095,5.27998,242.641,5.21003,241.48,4.99866,239.068,4.97498,240.737,5.09042,0.982818
247.769,3.18356,15.4931,5.47197,9.23872e-07,248.706,5.29782,250.288,5.1712,249.114,4.91599,246.774,4.91825,248.464,4.99059,0.982819
255.715,3.15939,15.4737,5.2867,1.07288e-06,256.51,5.26444,258.116,5.07048,256.945,4.79107,254.7,4.81443,256.415,4.83295,0.982826
263.551,3.12479,15.5095,5.16853,9.23872e-07,264.193,5.2308,265.847,4.95897,264.681,4.69178,262.532,4.76302,264.288,4.72067,0.98283
271.433,3.10029,15.5505,5.06697,8.64267e-07,271.968,5.22249,273.633,4.91611,272.503,4.64178,270.431,4.72659,272.195,4.65654,0.982831
279.41,3.07816,15.5389,5.05021,8.34465e-07,279.862,5.21748,281.553,4.88542,280.445,4.60462,278.452,4.70504,280.244,4.61307,0.982832
287.107,3.05889,15.6356,5.13836,6.55651e-07,287.464,5.22473,289.17,4.86213,288.127,4.59774,286.183,4.74353,287.991,4.62953,0.982826
295.413,3.08406,15.5303,5.37798,6.25849e-07,295.736,5.20049,297.497,4.85201,296.429,4.58654,294.533,4.77159,296.397,4.6646,0.982829
303.316,3.08302,15.575,5.65759,5.96046e-07,303.592,5.20413,305.361,4.8672,304.304,4.62011,302.412,4.84067,304.282,4.7428,0.982822
311.474,3.06897,15.5121,5.8954,5.66244e-07,311.793,5.16962,313.561,4.87626,312.506,4.64583,310.6,4.86466,312.473,4.79748,0.98282
319.391,3.08763,15.5612,6.3155,4.47035e-07,319.777,5.20985,321.531,4.95229,320.496,4.73756,318.538,4.95728,320.399,4.91947,0.982813
327.598,3.12284,15.5107,6.67583,5.06639e-07,328.07,5.21119,329.81,5.02148,328.767,4.80302,326.75,5.00338,328.605,5.0162,0.982811
335.667,3.1518,15.5002,6.98682,4.76837e-07,336.204,5.23109,337.938,5.07612,336.878,4.8705,334.806,5.06629,336.657,5.10679,0.982808
343.751,3.16492,15.4843,7.1386,5.06639e-07,344.364,5.23286,346.072,5.11253,345.011,4.91676,342.883,5.09683,344.713,5.1646,0.982807
351.824,3.18243,15.4611,7.13586,5.36442e-07,352.519,5.24945,354.209,5.15949,353.131,4.95843,350.954,5.11429,352.772,5.20587,0.982806
359.817,3.1831,15.4857,7.04735,5.96046e-07,360.564,5.2609,362.236,5.19352,361.157,4.98995,358.931,5.12157,360.733,5.23188,0.982805
367.87,3.1896,15.4561,6.95084,5.96046e-07,368.671,5.26232,370.338,5.20168,369.251,4.9971,367.003,5.11564,368.803,5.23142,0.982807
375.832,3.19799,15.4675,6.95366,5.36442e-07,376.64,5.27526,378.306,5.2063,377.215,4.9959,374.961,5.12064,376.761,5.23135,0.982806
383.764,3.20832,15.5036,7.04756,5.36442e-07,384.529,5.29374,386.187,5.21268,385.109,5.00035,382.859,5.12976,384.661,5.23208,0.982805
391.823,3.22524,15.4707,7.08184,5.96046e-07,392.584,5.27471,394.293,5.19718,393.179,4.99875,390.932,5.15803,392.774,5.26177,0.982807
399.859,3.22611,15.4516,7.07723,5.36442e-07,400.627,5.27108,402.337,5.1848,401.228,4.98674,398.992,5.15134,400.839,5.24808,0.982808
407.777,3.24475,15.432,7.05242,5.66244e-07,408.445,5.26411,410.181,5.12498,409.072,4.91751,406.919,5.14089,408.784,5.19621,0.982807
415.632,3.18098,15.4324,6.80394,5.66244e-07,416.006,5.1933,417.752,4.92957,416.685,4.71556,414.712,5.0223,416.597,4.97975,0.982812
423.463,3.02989,15.3024,6.74266,5.06639e-07,423.651,5.05523,425.463,4.62113,424.454,4.55714,422.743,5.00632,424.689,4.82825,0.982819
430.509,2.96508,15.5536,7.80451,2.68221e-07,430.574,5.15853,432.325,4.59313,431.555,4.58903,430.054,5.12306,431.953,4.8484,0.982806
438.858,3.0041,15.2778,10.1047,2.38419e-07,438.918,5.16198,440.765,4.58014,440.042,4.67928,438.801,5.3495,440.815,5.05284,0.982811
444.385,3.37598,15.5135,15.8902,5.96046e-08,445.319,5.76831,447.148,5.13602,446.741,5.45089,445.488,6.31345,447.505,5.99499,0.982787
454.346,4.15145,15.4594,18.7779,8.9407e-08,454.972,6.61106,456.928,6.31026,456.419,6.65012,455.098,7.64598,457.266,7.56371,0.982774
462.189,4.69928,15.5414,19.224,5.96046e-08,462.93,7.1451,464.964,7.01541,464.364,7.45412,462.808,8.52543,465.047,8.57512,0.982763
470.744,4.72406,15.5267,19.2588,8.9407e-08,471.841,7.20677,473.702,7.48502,473.061,7.86371,470.992,8.64726,473.085,9.00564,0.982752
479.569,4.81205,15.3488,19.1156,0,481.286,7.46858,483.067,8.13493,482.182,8.44055,479.567,8.80059,481.561,9.45742,0.982752
487.681,5.02499,15.6068,18.6079,0,489.964,7.90878,491.29,8.78566,490.615,8.96376,487.45,8.82444,489.018,9.66891,0.98274
496.436,4.56224,15.0811,16.0388,2.38419e-07,499.268,7.36051,500.496,8.15946,499.671,8.33649,496.361,8.05219,497.858,8.84221,0.982766
504.575,4.32642,15.0106,11.5057,5.66244e-07,507.037,6.68944,508.277,7.16453,507.277,7.38338,504.094,7.27802,505.483,7.83211,0.982781
512.555,3.25019,12.4269,5.87967,9.0301e-06,515.029,5.39271,516.244,5.53026,514.923,5.42486,512.173,5.23501,513.543,5.5067,0.982834
519.527,3.13374,15.2966,4.65643,3.9041e-06,521.002,5.39003,522.317,5.11895,521.144,5.17506,518.671,5.01272,520.022,4.98085,0.982841
527.121,3.12851,15.3698,3.95887,3.39746e-06,528.537,5.44235,529.883,4.98789,528.877,4.99669,526.602,4.77216,528.017,4.59791,0.982863
534.761,3.26391,15.5949,3.7278,1.90735e-06,535.811,5.57066,537.257,5.00819,536.28,4.95434,534.208,4.76583,535.719,4.51096,0.982866
542.532,3.21215,15.6392,3.47744,1.63913e-06,543.028,5.48831,544.548,4.81156,543.638,4.7299,541.839,4.57859,543.431,4.23132,0.982877
550.702,3.10516,15.5746,3.39821,1.3113e-06,550.893,5.3502,552.481,4.56618,551.603,4.51982,550.09,4.40486,551.744,3.97345,0.982896
558.631,3.11354,15.6175,3.34735,1.16229e-06,558.594,5.30505,560.224,4.50342,559.39,4.47811,558.048,4.39282,559.725,3.94696,0.982895
566.835,3.19174,15.5844,3.23288,7.15256e-07,566.816,5.50047,568.399,4.66875,567.68,4.66087,566.479,4.5227,568.142,4.0565,0.982902
574.441,3.27364,15.701,3.31808,5.66244e-07,574.391,5.46473,576.07,4.60287,575.471,4.67203,574.325,4.61238,576.055,4.12739,0.982892
583.033,3.39516,15.5722,3.3345,3.8743e-07,583.039,5.84496,584.842,4.89895,584.151,4.86985,583.051,4.75749,584.911,4.21672,0.982924
590.675,3.46133,15.6528,3.57094,2.68221e-07,590.704,5.79768,592.628,4.93011,591.801,4.90533,590.571,4.8761,592.52,4.39559,0.982912
598.814,3.46027,15.6521,3.59786,3.57628e-07,599.115,5.77208,601.074,5.06184,600.112,4.93232,598.588,4.83922,600.567,4.47815,0.982905
607.281,3.50504,15.5825,3.84129,4.17233e-07,608.244,5.85658,610.245,5.36395,609.122,5.22779,607.143,5.03257,609.127,4.83771,0.982899
615.104,3.69103,15.7398,3.85081,3.57628e-07,616.554,6.1464,618.477,5.72749,617.38,5.611,615.084,5.32103,616.958,5.19821,0.982876
622.418,3.64761,15.8475,4.23372,1.78814e-07,624.133,6.2705,625.994,5.88201,624.857,5.71459,622.281,5.3299,624.148,5.24456,0.982865
629.255,3.37449,15.827,5.99955,3.8743e-07,632.227,5.88153,633.726,5.52289,633.419,5.34848,630.599,5.49772,632.005,5.43858,0.982816
632.854,4.25085,15.4895,7.20243,8.9407e-08,637.46,7.15859,637.588,6.71876,638.607,6.51136,635.961,6.5258,636.761,6.44313,0.982903
2.6807,14.1738,7.11774,18.6918,1.49012e-07,6.48366,14.8005,6.42078,13.8562,6.60147,16.5884,5.60545,18.2779,6.19981,17.6666,0.982852
11.0088,8.94182,14.5021,14.2178,2.98023e-07,11.6125,11.5902,13.9365,11.2804,11.7159,13.5201,11.8028,15.008,13.8671,14.7922,0.982728
17.1833,8.29185,14.5331,12.764,1.78814e-07,18.2788,11.519,20.3262,11.2379,17.9229,12.9833,18.433,14.1333,20.5799,13.9278,0.982746
26.1456,7.46257,14.4771,11.2836,1.49012e-07,28.2023,11.1773,30.1658,11.2108,28.2777,12.5625,28.6506,13.4942,30.683,13.5225,0.98272
34.0379,6.80344,14.2585,11.0789,1.78814e-07,36.8054,11.0185,39.0364,11.1469,37.4219,12.2977,36.8132,12.8844,39.0772,13.0153,0.9827
41.6435,6.36893,14.1374,10.3946,1.78814e-07,45.427,10.8324,47.3903,11.2645,45.6378,12.1533,44.2145,12.1991,46.3452,12.5808,0.982676
50.1677,6.28201,13.9078,9.80066,3.57628e-07,54.9346,10.6078,56.2098,11.2301,54.8117,12.0545,52.7667,11.6882,54.3046,12.2496,0.98262
57.9604,6.35869,13.6897,9.69797,2.68221e-07,63.124,10.7156,63.9001,11.2204,62.8572,11.9962,60.8175,11.4245,62.0306,11.916,0.982607
66.1328,6.4913,13.636,9.25764,5.06639e-07,71.3742,10.4084,71.9708,10.7242,71.2844,11.5582,69.1593,11.0321,70.3002,11.4118,0.98258
74.2638,6.70737,13.5781,9.50141,4.17233e-07,79.5355,10.6473,80.0602,10.8639,79.5885,11.7027,77.5645,11.1546,78.677,11.4635,0.98258
82.1952,6.8089,13.6369,9.89275,3.57628e-07,86.9837,10.6264,87.6684,10.7618,87.0424,11.6304,85.2817,11.1924,86.5382,11.4253,0.982587
90.091,6.94595,13.6277,10.3579,2.68221e-07,94.1587,10.6953,94.9154,10.6881,94.1383,11.618,92.9154,11.3742,94.2306,11.4745,0.982594
97.7644,7.13626,13.2013,10.3594,2.08616e-07,101.178,10.8863,101.916,10.711,100.982,11.7161,100.456,11.686,101.752,11.6346,0.982613
106.03,7.40952,13.3678,10.8306,1.78814e-07,109.053,11.1675,109.686,10.9176,108.739,12.0593,108.763,12.2034,109.937,12.0787,0.982623
113.71,7.50479,12.4978,9.90563,2.98023e-07,116.722,11.5225,117.001,11.0791,116.352,12.2328,117.141,12.4712,118.047,12.1889,0.982632
121.915,8.05624,13.3333,10.853,1.49012e-07,124.935,12.3005,125.395,11.6231,125.136,13.1148,126.242,13.7545,127.245,13.3081,0.98265
130.324,8.0112,13.607,12.815,2.08616e-07,132.823,12.1787,133.645,11.47,133.149,13.2422,134.479,14.4807,135.69,13.9908,0.982646
137.702,8.55187,14.4398,14.6801,2.38419e-07,139.288,12.0927,140.708,11.4638,139.673,13.5228,140.661,15.454,142.323,15.0214,0.982629
145.805,8.69014,14.8554,16.3833,2.98023e-07,147.182,11.7998,149.063,11.6798,147.761,13.5384,148,15.5523,149.982,15.4886,0.982608
154.061,8.63441,15.1013,17.0536,2.38419e-07,155.845,11.6176,158.214,11.9729,156.561,13.6414,155.954,15.5264,158.302,15.8239,0.9826
162.532,8.51552,15.141,16.8863,4.17233e-07,165.39,11.3064,167.909,12.2913,166.297,13.6452,164.509,15.0734,167.035,15.857,0.982578
170.559,8.76344,15.1988,16.9461,3.57628e-07,174.402,11.549,176.886,12.8596,175.375,14.1067,172.846,15.1994,175.388,16.2474,0.982583
178.426,8.62517,15.2351,16.7818,3.57628e-07,182.914,11.4044,185.188,12.8888,183.873,14.1638,180.746,14.9993,183.128,16.1995,0.98258
186.364,8.3331,14.8827,15.9957,4.76837e-07,191.558,11.319,193.494,12.8964,192.328,14.0769,188.981,14.5669,191.103,15.8479,0.982592
194.123,8.0511,14.6826,15.1096,4.47035e-07,199.887,11.2428,201.448,12.7714,200.432,13.9267,196.993,14.1885,198.824,15.4544,0.982593
202.351,7.76163,14.2335,14.0738,5.96046e-07,208.399,11.1197,209.743,12.5669,208.91,13.6729,205.517,13.759,207.185,14.9693,0.982606
210.26,7.57759,14.1349,13.4555,5.96046e-07,216.29,11.1178,217.553,12.4088,216.712,13.5421,213.464,13.6407,215.052,14.7386,0.982611
218.169,7.36939,13.7949,12.782,5.96046e-07,224.022,10.9648,225.252,12.1559,224.402,13.2423,221.359,13.2792,222.921,14.2963,0.982612
226.105,7.25577,13.698,12.311,5.96046e-07,231.731,10.9455,232.957,11.9815,232.019,13.0675,229.215,13.1499,230.758,14.049,0.982616
234.083,7.11451,13.4369,11.858,6.25849e-07,239.506,10.8044,240.741,11.7631,239.773,12.8079,237.147,12.8565,238.693,13.6913,0.982615
242.076,7.05742,13.4097,11.6427,6.85453e-07,247.262,10.7952,248.509,11.6523,247.479,12.7074,245.036,12.7804,246.577,13.5361,0.982616
249.917,6.97448,13.2318,11.3739,6.25849e-07,254.838,10.7055,256.072,11.4462,255.037,12.4816,252.801,12.5767,254.337,13.2394,0.982615
257.858,6.98348,13.1241,11.1096,6.85453e-07,262.552,10.7024,263.779,11.3028,262.704,12.3417,260.737,12.517,262.271,13.0697,0.982619
265.863,6.96425,13.0564,11.031,6.25849e-07,270.351,10.6885,271.607,11.2077,270.531,12.243,268.758,12.4668,270.317,12.9529,0.98262
273.79,6.96635,12.9471,10.9198,6.85453e-07,278.078,10.7155,279.388,11.1649,278.283,12.1806,276.745,12.4671,278.356,12.8927,0.982624
281.764,7.02047,13.0243,11.126,6.25849e-07,285.849,10.7435,287.254,11.1244,286.142,12.1838,284.745,12.6082,286.435,12.978,0.982629
289.754,7.02568,13.0008,11.3415,5.66244e-07,293.586,10.7031,295.103,11.0594,293.949,12.1301,292.694,12.6849,294.468,13.0265,0.982634
297.706,7.06139,13.1307,11.5785,5.66244e-07,301.412,10.6853,303.004,11.0466,301.792,12.1482,300.552,12.8142,302.379,13.1575,0.982635
305.707,7.06,13.1168,11.6675,5.96046e-07,309.409,10.6308,311.049,11.0515,309.825,12.1255,308.549,12.8065,310.415,13.1916,0.982632
313.768,7.10013,13.2786,11.8898,5.66244e-07,317.538,10.6398,319.239,11.1197,317.993,12.2021,316.616,12.9097,318.53,13.3415,0.982631
321.815,7.10076,13.3445,12.1132,6.55651e-07,325.661,10.5921,327.423,11.1678,326.172,12.2309,324.641,12.9218,326.604,13.4256,0.982628
329.827,7.14787,13.4445,12.2754,5.66244e-07,333.784,10.6164,335.561,11.2592,334.292,12.3244,332.635,13.0065,334.612,13.5633,0.982626
337.857,7.15329,13.5107,12.3845,5.66244e-07,341.948,10.601,343.711,11.3104,342.462,12.3725,340.652,13.011,342.618,13.6215,0.982624
345.917,7.16915,13.512,12.3916,6.25849e-07,350.164,10.6184,351.901,11.383,350.661,12.4352,348.738,13.0142,350.684,13.6694,0.982623
353.938,7.18446,13.5529,12.4348,5.96046e-07,358.356,10.6424,360.06,11.4556,358.841,12.5101,356.799,13.0314,358.722,13.7279,0.98262
361.968,7.2044,13.5379,12.4247,5.06639e-07,366.481,10.6714,368.156,11.5023,366.964,12.5576,364.869,13.0405,366.775,13.7523,0.982621
370,7.21705,13.5801,12.4795,5.66244e-07,374.541,10.7013,376.197,11.5235,375.014,12.5986,372.893,13.0763,374.783,13.7839,0.982621
377.973,7.25152,13.5789,12.4886,5.66244e-07,382.502,10.741,384.134,11.5454,382.96,12.6282,380.847,13.1016,382.723,13.7964,0.982622
386.002,7.27854,13.5998,12.5422,5.66244e-07,390.51,10.7518,392.163,11.5409,390.964,12.6544,388.866,13.1526,390.756,13.8359,0.982623
394.006,7.29712,13.547,12.5427,5.66244e-07,398.503,10.7598,400.148,11.5225,398.968,12.6476,396.899,13.1569,398.787,13.8198,0.982625
401.969,7.28385,13.5303,12.6092,5.66244e-07,406.183,10.7283,407.851,11.3933,406.68,12.5599,404.785,13.1635,406.678,13.7474,0.982627
409.611,7.26327,13.3265,12.4533,6.25849e-07,413.36,10.6652,414.958,11.1034,413.838,12.2966,412.318,13.0593,414.164,13.4642,0.982628
417.47,7.39767,12.9786,12.1651,5.96046e-07,420.836,10.7614,422.285,10.9025,421.227,12.1741,420.366,13.1628,422.097,13.3326,0.982638
425.501,7.55654,13.2117,12.5058,5.36442e-07,428.485,10.9792,429.841,10.8803,428.932,12.2827,428.564,13.4873,430.214,13.4724,0.982638
433.619,7.84033,13.2951,12.9993,4.76837e-07,436.274,11.253,437.614,11.0177,436.725,12.526,436.843,13.9643,438.487,13.8356,0.982639
442.033,8.35757,14.4245,14.7006,3.27826e-07,444.308,11.5769,445.942,11.3589,445.017,13.1287,445.088,14.8997,446.933,14.7879,0.982627
450.645,8.5981,14.913,16.305,3.27826e-07,452.603,11.636,454.606,11.6428,453.534,13.4579,453.303,15.4717,455.408,15.515,0.982607
458.178,9.11513,15.2051,17.3142,2.98023e-07,460.15,11.8346,462.529,12.0612,461.145,13.9123,460.455,16.0414,462.855,16.2484,0.982594
466.262,9.10766,15.3146,17.6145,2.98023e-07,468.699,11.6255,471.273,12.3281,469.733,13.9972,468.199,15.8379,470.754,16.408,0.982589
474.936,9.11107,15.3904,17.6979,2.98023e-07,478.098,11.6766,480.818,12.908,479.06,14.3737,476.696,15.7341,479.365,16.7116,0.982595
483.047,9.06186,15.4551,17.3838,2.98023e-07,487.684,11.6245,490.092,13.3726,488.672,14.7025,485.146,15.383,487.652,16.7858,0.982578
490.935,9.15742,15.2577,17.0319,2.68221e-07,496.929,11.9822,498.881,13.8529,497.829,15.1586,493.721,15.3794,495.94,16.904,0.982603
498.657,8.90317,15.1498,16.5436,3.57628e-07,505.005,11.8826,506.284,13.5707,505.613,15.1313,501.333,15.3339,502.907,16.7468,0.982613
506.105,7.91593,14.2673,14.8803,4.47035e-07,512.897,11.6006,513.341,12.9224,513.074,14.379,509.148,14.1607,510.027,15.3154,0.982618
514.003,7.48309,13.6347,11.1254,9.53674e-07,520.902,11.3242,520.839,12.0356,520.614,13.4029,517.353,12.9639,517.834,13.6933,0.982601
522.167,7.18625,13.3759,10.1733,1.01328e-06,528.506,11.2285,528.683,11.7372,528.54,12.9244,525.708,12.2263,526.397,12.7926,0.982583
530.042,6.97828,13.6031,10.1647,4.76837e-07,535.634,11.0676,536.058,11.3519,535.638,12.3966,533.44,11.7877,534.417,12.1627,0.982582
537.811,6.90781,13.4438,10.4102,3.8743e-07,542.291,10.8913,542.978,10.9839,542.286,11.9697,540.842,11.5769,542.066,11.7663,0.98259
545.689,7.07573,13.346,10.317,2.68221e-07,549.17,10.8959,549.868,10.7752,548.926,11.8121,548.487,11.736,549.72,11.7211,0.982621
553.918,7.09752,13.4397,10.5469,1.19209e-07,556.992,10.8584,557.667,10.647,556.684,11.7705,556.767,11.9109,557.972,11.8103,0.982625
561.82,7.09329,13.2497,9.85069,1.19209e-07,564.865,11.1043,565.327,10.8164,564.487,11.9216,565.166,12.1185,566.212,11.9487,0.982636
569.841,7.10166,13.4072,10.2086,5.96046e-08,572.587,11.1466,573.341,10.7318,572.67,12.0837,573.542,12.5862,574.756,12.3189,0.982656
577.917,7.08708,13.5822,10.6638,8.9407e-08,580.517,11.4151,581.422,10.9839,580.663,12.3606,581.847,13.1013,583.135,12.8071,0.982691
585.837,7.20434,14.0602,11.2235,5.96046e-08,587.967,11.4206,589.597,11.0917,588.321,12.5548,588.999,13.6105,590.827,13.3973,0.982703
593.727,6.75998,14.0731,11.1574,5.96046e-08,596.266,10.8467,598.536,10.9776,596.908,12.0987,596.518,13.0122,598.871,13.1487,0.982686
601.932,6.62508,14.1339,10.898,1.78814e-07,605.783,10.7322,608.281,11.3813,606.57,12.2888,604.919,12.7293,607.48,13.2762,0.982669
610.433,6.70931,14.5172,11.0789,2.98023e-07,615.439,10.8387,617.807,11.7941,616.486,12.7459,613.662,12.7315,616.093,13.5463,0.982643
618.401,6.7398,14.3284,10.5945,6.25849e-07,624.026,10.604,625.85,11.6412,624.987,12.5718,621.787,12.2673,623.764,13.1644,0.982623
628.513,8.06292,14.0078,14.1875,1.84774e-06,634.499,10.1115,635.426,11.0779,635.966,12.4644,632.505,13.0839,633.508,13.9277,0.982621
634.143,8.43418,12.4277,15.1537,4.76837e-07,639.781,10.939,639.728,11.1364,640.894,12.827,638.137,13.8601,638.641,14.1388,0.982666
3.27741,21.9925,7.58457,19.1705,5.96046e-08,7.03294,23.0298,7.64132,22.1687,7.72809,25.1386,5.84133,26.9767,7.00302,26.4551,0.982817
12.0865,20.8618,14.3121,19.417,0,12.0576,22.5478,14.8046,22.04,12.3883,24.9779,11.6892,26.8985,14.2233,26.5666,0.982704
17.5986,20.552,15.5842,19.0471,1.19209e-07,15.9667,21.4382,19.784,21.5385,15.7459,24.3645,15.9837,26.287,19.3648,26.3803,0.982709
27.3049,20.6375,15.4992,19.3153,1.49012e-07,26.7964,21.2054,29.7593,21.1674,27.0662,23.9156,27.8107,25.9632,30.558,25.9509,0.982735
36.2903,22.0517,15.5138,19.3618,1.78814e-07,36.1933,22.3226,39.4921,22.2398,37.2668,25.2594,37.203,27.403,40.2968,27.3813,0.982735
43.9724,21.4422,15.5926,19.1648,5.96046e-08,44.3243,22.199,47.6006,22.5856,45.3781,25.0685,44.1196,26.6238,47.2974,26.9803,0.982735
54.1757,21.7822,15.1177,18.0169,9.23872e-07,54.9199,21.7512,57.3209,22.3949,55.8098,24.3299,53.7845,25.4383,56.2142,26.0241,0.982752
58.4377,21.8085,15.4209,18.4892,2.98023e-07,60.4532,21.8746,62.323,22.3867,61.3706,24.1033,59.3242,24.7309,61.3484,25.2403,0.982741
68.2021,21.6756,15.5778,18.9202,2.68221e-07,70.1997,21.7656,71.6065,22.0091,71.1012,23.4652,69.2016,23.9767,70.8589,24.3164,0.98271
76.4749,21.8766,15.4575,19.0493,2.38419e-07,78.6596,21.8099,79.8365,21.9227,79.5984,23.2323,77.8218,23.6632,79.3063,23.9128,0.982702
84.9584,22.0042,15.3809,19.2712,3.8743e-07,86.5161,21.6859,87.7979,21.7417,87.3106,23.0974,85.8854,23.673,87.3946,23.8541,0.982702
93.3741,22.2147,15.231,19.1869,6.25849e-07,94.1517,21.826,95.5147,21.7558,94.8009,23.1657,93.8674,23.8737,95.4101,23.9383,0.982705
100.902,22.4655,15.2249,19.1597,4.47035e-07,101.291,22.2029,102.603,21.929,101.783,23.4305,101.402,24.2544,102.888,24.1538,0.98271
109.504,22.0612,15.1859,19.208,4.76837e-07,109.576,22.0237,110.797,21.5828,109.977,23.3406,110.059,24.3339,111.496,24.0994,0.982706
115.976,22.4141,15.1609,19.1113,3.8743e-07,116.654,22.2622,117.762,21.5826,117.044,23.6908,117.628,24.8956,119.038,24.4766,0.982711
121.521,21.2157,15.115,19.279,2.08616e-07,124.104,21.7694,125.485,20.6644,125.085,23.3637,125.792,25.1016,127.522,24.3896,0.982683
130.235,21.3774,14.8909,19.5781,1.19209e-07,132.512,22.1733,133.947,21.1016,132.999,24.434,134.254,26.5496,136.083,25.8171,0.982681
137.983,20.0168,15.2478,19.3681,1.78814e-07,139.599,21.3825,141.746,20.466,140.1,23.9054,141.056,26.4689,143.442,25.853,0.982644
145.565,18.2773,15.3795,19.2864,1.49012e-07,147.312,19.8237,149.795,19.7273,147.889,22.65,148.13,25.0302,150.742,25.0067,0.982629
