x_center,y_center,width,height,confidence,class_prob_0,class_prob_1,class_prob_2,class_prob_3,class_prob_4,class_prob_5,class_prob_6,class_prob_7,class_prob_8,class_prob_9,extra
5.366085,3.0707574,12.050665,6.3017626,6.854534e-07,6.706274,5.219135,7.2465467,4.575467,6.874017,5.3333435,6.132968,5.8753967,7.0867214,5.510481,0.98289603
15.861751,3.1926298,15.021869,4.411909,4.7683716e-07,14.796491,4.5736485,17.191807,3.8439674,15.539923,4.2506123,14.899897,4.5349627,17.148146,4.0973673,0.9829172
20.923828,3.4594278,15.85518,4.079803,1.1920929e-07,20.531158,5.7277527,22.753866,4.9114327,21.286924,4.7289267,20.476065,4.716851,22.674683,4.256964,0.98289347
31.169659,3.2582965,15.606869,3.653194,6.2584877e-07,31.177853,5.419132,33.62744,4.7085953,32.350754,4.6009836,31.123722,4.5047474,33.44275,4.125817,0.98293567
38.465797,3.3763204,15.766303,3.4310832,6.2584877e-07,38.925545,5.724329,41.113422,5.0771813,40.053493,4.845905,38.4208,4.5651813,40.545162,4.2427626,0.9829248
46.4154,3.2330346,15.688315,3.327154,9.23872e-07,47.236874,5.7301483,49.285767,5.2289877,48.028484,4.9305634,46.074966,4.4737005,48.084747,4.2585077,0.9829246
54.076305,3.027545,15.7163105,3.4227884,1.5199184e-06,55.106445,5.365186,57.012375,4.960991,55.805664,4.789124,53.64036,4.3198185,55.481052,4.176629,0.9828968
61.96067,2.9741225,15.710618,3.380149,1.2516975e-06,63.048782,5.4675508,64.74189,4.9812903,63.66834,4.7783747,61.536346,4.280714,63.24739,4.078764,0.98290014
70.02446,2.813056,15.678258,3.4481003,2.5629997e-06,70.86163,4.9406233,72.47074,4.435788,71.54455,4.327429,69.55472,4.0202894,71.194824,3.7913446,0.9828755
78.38127,2.7615352,15.648027,3.4086065,2.115965e-06,79.14861,4.963052,80.702095,4.403184,79.87277,4.2688923,77.95934,3.9544368,79.57495,3.6845493,0.98288023
86.52774,2.7510257,15.5946,3.4225118,2.592802e-06,87.02238,4.8786345,88.618164,4.2784734,87.764015,4.0934258,85.97731,3.8579087,87.62427,3.552218,0.98288167
94.50936,2.704339,15.569995,3.3967648,2.592802e-06,94.65597,4.836328,96.24596,4.1857815,95.427,3.9777045,93.85453,3.8019896,95.49791,3.4519749,0.9828844
102.578316,2.6277137,15.460979,3.5347426,1.9073486e-06,102.45849,4.8186626,104.0217,4.096261,103.243385,3.92947,101.918205,3.8630223,103.55629,3.4507341,0.9828839
110.49661,2.620123,15.514967,3.5417392,1.4305115e-06,110.16655,4.819746,111.70037,4.0871243,110.952225,3.9467793,109.80216,3.9373784,111.40452,3.5149527,0.9828768
118.51081,2.5052485,15.345104,3.658002,1.1026859e-06,118.17144,4.8834567,119.63316,4.045885,119.1056,3.9888442,118.24781,4.0195236,119.81305,3.5144806,0.9828802
121.296425,2.7129369,14.786348,4.0154443,1.2218952e-06,123.1557,5.257888,124.58249,4.1988,124.47233,4.2904882,123.72657,4.57829,125.28353,3.9222538,0.9828727
133.35605,3.1146402,15.408056,10.046424,1.1920929e-07,133.48839,5.748351,135.37325,4.818872,134.97757,4.9762836,134.3993,5.604725,136.39691,5.0432014,0.98283815
140.18893,3.7516413,15.5084505,17.50955,8.940697e-08,140.54636,6.3898783,142.68044,5.442525,142.13043,5.9588757,141.42383,7.0891485,143.67874,6.529181,0.9828026
149.64319,4.0331078,15.415924,19.002005,0.0,149.92508,6.7269683,151.9705,6.2204523,151.39226,6.797178,150.43208,7.9763656,152.65282,7.733164,0.9827737
158.29633,4.401083,15.431278,19.324455,0.0,158.93819,7.166148,161.0542,7.0688148,160.30751,7.60237,158.81174,8.62143,161.08311,8.689995,0.9827611
166.56824,4.6340504,15.5617,19.298893,8.940697e-08,167.89664,7.486953,169.64354,7.924928,169.06046,8.2087,166.84665,8.731598,168.82152,9.212271,0.982736
175.13284,4.878751,15.4552555,19.198137,8.940697e-08,177.00638,7.751398,178.69603,8.406803,178.0087,8.697506,175.36185,9.004272,177.28615,9.657085,0.98274386
183.39609,4.8935127,15.521487,19.054804,2.9802322e-08,185.43736,7.7781157,186.92151,8.450415,186.29129,8.786095,183.35478,8.945555,185.0767,9.6268215,0.9827448
192.38403,4.3603554,14.872185,17.92465,1.7881393e-07,194.71759,7.082613,196.09222,7.7766857,195.24675,7.9750423,192.30728,7.950925,193.94456,8.64208,0.9827599
200.23253,3.9191322,15.366356,16.157257,2.0861626e-07,202.16661,6.479407,203.42603,6.9783897,202.6214,7.1628237,199.68523,7.0700417,201.17842,7.62916,0.98275787
208.51572,3.574216,15.023352,13.009305,4.7683716e-07,210.53365,5.975585,211.81058,6.375614,210.9339,6.5017962,208.07819,6.3695283,209.59256,6.847589,0.98277485
216.34845,3.4593863,15.308603,11.4603,4.4703484e-07,218.05066,5.7959795,219.40973,6.045332,218.46619,6.097722,215.70172,6.024921,217.25949,6.3920975,0.9827807
224.41017,3.2829056,15.17771,9.09706,6.854534e-07,225.94478,5.527744,227.38013,5.69726,226.3608,5.670722,223.72707,5.6150293,225.35262,5.913653,0.9827914
232.14546,3.211379,15.3659725,8.140369,6.2584877e-07,233.40184,5.422418,234.92877,5.4780293,233.85281,5.3780966,231.33168,5.383583,233.01828,5.5953336,0.9827969
240.10806,3.1248102,15.339488,7.0974073,7.748604e-07,241.2447,5.3168545,242.80411,5.3230147,241.70801,5.1642027,239.28104,5.1652336,240.99553,5.3344164,0.98280305
247.86975,3.107411,15.452557,6.6609087,7.1525574e-07,248.82655,5.2969956,250.43233,5.241213,249.31593,5.024871,246.97008,5.0546713,248.71301,5.1758122,0.98280454
255.81493,3.05752,15.435244,6.169558,8.34465e-07,256.60394,5.238496,258.2376,5.1083097,257.12326,4.8589,254.8846,4.912175,256.6576,4.973219,0.9828117
263.6271,2.9964738,15.477598,5.9338665,7.748604e-07,264.24875,5.180192,265.93237,4.963524,264.8263,4.718321,262.69696,4.821818,264.51068,4.8147974,0.9828166
271.4662,2.9634438,15.533806,5.8344183,7.1525574e-07,271.9725,5.176075,273.66382,4.9199543,272.6028,4.6673765,270.5575,4.783688,272.37637,4.745166,0.98281693
279.42593,2.9424157,15.51804,5.8663435,7.4505806e-07,279.84512,5.171403,281.56818,4.883581,280.53015,4.629928,278.573,4.7661066,280.4243,4.7007685,0.98281884
287.03647,2.9429045,15.621769,6.3310823,4.4703484e-07,287.39285,5.2089815,289.13098,4.8826103,288.1717,4.6577983,286.26102,4.8440814,288.12796,4.7517214,0.9828129
295.38873,3.0146036,15.502536,6.9910603,4.7683716e-07,295.6975,5.227169,297.49927,4.910199,296.51062,4.704319,294.65796,4.9410877,296.58875,4.852245,0.9828154
303.25925,3.0433626,15.550551,7.8918767,4.172325e-07,303.53156,5.2582884,305.34647,4.9503894,304.3697,4.7723427,302.52023,5.0500183,304.45978,4.969383,0.9828086
311.4201,3.0564547,15.479385,8.435756,4.4703484e-07,311.7441,5.2549453,313.55383,4.9936686,312.58536,4.8429427,310.72342,5.1186366,312.66296,5.0714164,0.9828067
319.2976,3.1086016,15.533518,9.54959,2.9802322e-07,319.71027,5.3304076,321.5063,5.105879,320.56622,4.980932,318.64352,5.258071,320.56998,5.2421494,0.98280036
327.53964,3.1809397,15.474628,10.272799,3.5762787e-07,328.04144,5.3728104,329.82462,5.2234464,328.87607,5.1049747,326.88892,5.3631153,328.8096,5.4036474,0.9827976
335.62677,3.2338495,15.454315,10.850262,2.9802322e-07,336.20645,5.4096212,337.98645,5.3004704,337.01663,5.200532,334.9678,5.455835,336.88538,5.5284157,0.9827955
343.72238,3.2588372,15.437687,11.086872,3.5762787e-07,344.38867,5.42511,346.13702,5.356245,345.1686,5.2682233,343.05524,5.50389,344.9472,5.608431,0.98279345
351.81656,3.2795067,15.40523,10.9845295,3.5762787e-07,352.57474,5.439083,354.30414,5.4066553,353.31366,5.31139,351.14514,5.519246,353.02448,5.6520276,0.982793
359.81216,3.274743,15.436304,10.777363,3.2782555e-07,360.6305,5.4465365,362.33557,5.4398036,361.34756,5.3401775,359.12152,5.5196085,360.98007,5.673835,0.9827913
367.87964,3.2784967,15.396908,10.513778,4.172325e-07,368.75824,5.441638,370.459,5.443836,369.4599,5.342641,367.20978,5.5076814,369.068,5.668769,0.9827934
375.8459,3.2857084,15.411657,10.481868,3.2782555e-07,376.73447,5.4555655,378.4331,5.4480543,377.43094,5.3412876,375.17242,5.511216,377.0292,5.666365,0.98279345
383.78113,3.300798,15.444613,10.569945,3.5762787e-07,384.63895,5.480217,386.32867,5.460894,385.3407,5.353854,383.08234,5.525256,384.9403,5.672268,0.9827928
391.8353,3.323112,15.413378,10.558208,3.5762787e-07,392.69116,5.470199,394.42996,5.4538403,393.40665,5.360242,391.14944,5.5608883,393.04614,5.70897,0.98279405
399.8754,3.3239794,15.386935,10.489912,3.5762787e-07,400.74017,5.46484,402.48206,5.440091,401.4605,5.346058,399.21442,5.5513406,401.11725,5.6924763,0.9827955
407.78952,3.3482347,15.370505,10.489199,3.5762787e-07,408.53995,5.459119,410.3118,5.37631,409.28687,5.2729535,407.12704,5.5423727,409.04922,5.6380944,0.98279494
415.6859,3.2632065,15.345379,9.859258,3.874302e-07,416.13715,5.353652,417.9189,5.139885,416.92496,5.0231977,414.96118,5.38395,416.90466,5.375951,0.9827994
423.41766,3.0831337,15.209677,9.464022,3.5762787e-07,423.68982,5.1886044,425.52417,4.7844696,424.60107,4.8256598,422.92886,5.3393497,424.923,5.1805105,0.9828071
430.21628,3.050116,15.486795,11.450185,2.0861626e-07,430.47153,5.365486,432.22684,4.808841,431.58002,4.930026,430.13358,5.533865,432.05963,5.2645516,0.9827943
438.52246,3.1539445,15.156408,13.935423,2.3841858e-07,438.79245,5.482497,440.642,4.891053,440.04623,5.164693,438.90796,5.9308457,440.94632,5.625393,0.98280144
443.76337,3.6585965,15.364767,17.713362,1.1920929e-07,445.1061,6.239269,446.96582,5.5769153,446.68832,6.148987,445.53833,7.164544,447.59113,6.8223,0.9827795
453.79575,4.560807,15.440521,19.18461,5.9604645e-08,454.57663,7.1753764,456.59067,6.835393,456.21326,7.4661922,455.0083,8.649357,457.2191,8.534955,0.9827663
461.59912,5.14575,15.532069,19.398928,0.0,462.44714,7.6445,464.5944,7.475051,464.08163,8.199655,462.62695,9.473991,464.94513,9.490737,0.9827578
470.22168,5.1099024,15.538589,19.4139,2.9802322e-08,471.36145,7.645695,473.33887,7.9189134,472.78146,8.524169,470.79117,9.486804,472.96637,9.837219,0.98274636
479.03256,5.1506004,15.405299,19.342533,0.0,480.76123,7.9165974,482.66107,8.609658,481.8609,9.105558,479.28302,9.618946,481.37097,10.291406,0.9827441
487.1795,5.485174,15.6163645,19.084063,2.9802322e-08,489.62564,8.4830675,491.03778,9.430668,490.47217,9.791569,487.26663,9.763657,488.9112,10.657705,0.98273253
496.0969,4.959382,15.067342,17.769463,1.1920929e-07,499.1773,8.026391,500.43286,8.919708,499.7517,9.266674,496.36462,9.037004,497.90067,9.895991,0.98275876
504.36234,4.7581825,14.926386,15.098946,3.5762787e-07,507.0755,7.3437014,508.32654,7.9152164,507.4592,8.288902,504.19702,8.230115,505.593,8.855528,0.9827739
512.6433,3.2198439,12.02406,6.4219465,8.195639e-06,515.14935,5.3946943,516.3659,5.6215315,515.1009,5.546165,512.353,5.3885546,513.75244,5.721052,0.98281884
519.7067,2.905593,15.166791,4.913389,4.3809414e-06,521.12445,5.1511664,522.4261,4.9586077,521.34283,4.971546,518.9116,4.816926,520.27734,4.835058,0.9828313
527.1148,2.8706493,15.386675,4.157995,3.427267e-06,528.3928,5.216322,529.70056,4.813409,528.8357,4.765578,526.63544,4.5361176,528.0441,4.39075,0.98285306
534.7345,2.9425278,15.584633,3.879722,2.2053719e-06,535.6021,5.265483,537.029,4.748042,536.18176,4.615585,534.21423,4.4332886,535.7302,4.1981406,0.98285794
542.39026,2.8838878,15.640361,3.5934339,1.7881393e-06,542.7061,5.1946316,544.20355,4.5525737,543.41644,4.398616,541.7438,4.256359,543.32794,3.9197004,0.98286784
550.63635,2.7468996,15.5391,3.485334,1.758337e-06,550.60394,4.981143,552.1808,4.240461,551.3788,4.129421,550.01624,4.0323586,551.66327,3.6151147,0.98288965
558.53784,2.762442,15.585698,3.4397635,1.5199184e-06,558.3175,4.9657454,559.9346,4.207444,559.1612,4.113641,557.9656,4.046223,559.62994,3.6146939,0.98289037
566.6734,2.8491306,15.563079,3.3208365,9.23872e-07,566.495,5.1796727,568.06476,4.391127,567.3953,4.3154845,566.34717,4.1920004,568.0002,3.7406921,0.9828987
574.1028,2.944643,15.700216,3.3917122,7.4505806e-07,573.951,5.141163,575.6477,4.3167977,575.0909,4.32512,574.07605,4.280752,575.8216,3.8082242,0.98289084
582.801,3.0892944,15.571116,3.4256814,3.5762787e-07,582.6272,5.5256267,584.5027,4.615041,583.83405,4.562039,582.8784,4.4719276,584.79596,3.9424741,0.9829251
590.2826,3.1553726,15.670379,3.693407,2.9802322e-07,590.17316,5.458475,592.2063,4.6160502,591.4078,4.5743876,590.29974,4.5881367,592.33905,4.112689,0.9829133
598.429,3.1993985,15.683851,3.7693727,2.9802322e-07,598.5921,5.4847236,600.685,4.8019543,599.7432,4.660687,598.3272,4.6191983,600.4214,4.267277,0.98290396
607.07227,3.2611928,15.603271,4.057967,3.874302e-07,607.84424,5.5417194,610.0095,5.1013546,608.86957,4.9403706,606.96875,4.79735,609.0942,4.629955,0.9828985
614.9861,3.4691668,15.757793,4.043441,2.9802322e-07,616.2882,5.8589153,618.3556,5.4995685,617.25354,5.3737516,615.00726,5.1129246,617.00946,5.0239677,0.9828769
622.343,3.4423919,15.8456955,4.433988,2.0861626e-07,624.0152,5.966063,626.01184,5.648838,624.8849,5.484981,622.3463,5.124622,624.33344,5.0806136,0.9828663
629.2461,3.305191,15.806305,6.2804995,3.5762787e-07,632.2081,5.660474,633.7181,5.3195744,633.5499,5.2109222,630.74304,5.4271326,632.1854,5.3753524,0.9828171
632.9102,4.321906,15.475371,7.8228807,8.940697e-08,637.55347,7.0132236,637.75037,6.620071,638.8397,6.566031,636.1825,6.6918545,637.04865,6.6372943,0.9828967
2.7471004,14.04788,7.165691,18.855259,1.7881393e-07,6.3781037,14.45613,6.3899994,13.512476,6.4940248,16.259026,5.5279603,18.057175,6.166259,17.442661,0.9828477
11.149737,9.054775,14.387165,14.760979,2.9802322e-07,11.614659,11.60165,13.82617,11.251928,11.62484,13.547663,11.801734,15.167544,13.796662,14.917832,0.98272717
17.164675,8.475186,14.595426,13.174591,2.0861626e-07,18.001205,11.612624,20.103922,11.30481,17.68378,13.159171,18.216797,14.443271,20.41613,14.213156,0.9827447
26.149841,7.722029,14.550584,11.797443,1.1920929e-07,28.018078,11.344297,30.124258,11.302075,28.277254,12.771706,28.544455,13.820464,30.723839,13.794922,0.98272717
34.098057,7.066284,14.353114,11.886764,2.3841858e-07,36.696503,11.142138,39.049957,11.185882,37.51775,12.488663,36.77865,13.255541,39.168617,13.323818,0.9827047
41.65799,6.581002,14.29381,11.2806015,1.7881393e-07,45.38204,10.974307,47.30137,11.336957,45.707653,12.354111,44.1486,12.543082,46.29712,12.874344,0.98267543
50.243263,6.525009,13.82769,10.696672,2.9802322e-07,55.162457,10.793994,56.21473,11.327753,55.092247,12.259302,52.950928,12.023467,54.380432,12.524553,0.98261714
57.90613,6.576034,13.476639,10.531278,2.9802322e-07,63.19788,10.91544,63.669422,11.298691,62.992313,12.151473,60.902992,11.709317,61.954144,12.116381,0.9826019
66.14588,6.8062243,13.500044,10.1262,5.364418e-07,71.50006,10.695486,71.79718,10.88023,71.48398,11.749733,69.34577,11.350455,70.32765,11.6391735,0.9825768
74.30655,7.0808816,13.408463,10.289011,4.172325e-07,79.59112,10.962208,79.84926,11.0471,79.702644,11.904698,77.7021,11.494789,78.666595,11.709326,0.982581
82.26456,7.189833,13.53762,10.709242,3.5762787e-07,86.999214,10.915189,87.456024,10.917841,87.10591,11.799213,85.369064,11.515411,86.49826,11.6511,0.98258626
90.250946,7.3603477,13.662246,11.458981,2.9802322e-07,94.19665,11.012672,94.76446,10.874351,94.22804,11.815653,93.008064,11.713011,94.21128,11.718033,0.98259425
97.865616,7.564183,13.173422,11.300388,2.0861626e-07,101.16521,11.225969,101.752884,10.913993,101.03776,11.931242,100.45205,12.009928,101.65501,11.861843,0.98261213
106.28212,7.9942718,13.595768,12.357822,1.7881393e-07,109.158714,11.669977,109.678665,11.299061,108.907555,12.465065,108.83283,12.677175,109.9357,12.469919,0.98262274
113.75688,7.9550467,12.379809,10.400606,2.682209e-07,116.74439,11.912835,116.98465,11.338823,116.45438,12.571995,117.08139,12.877028,117.97736,12.505805,0.98262906
122.11296,8.620321,13.509364,11.614681,2.3841858e-07,125.13907,12.817351,125.604744,11.996922,125.44707,13.646383,126.40727,14.394096,127.43381,13.8508,0.9826454
130.50195,8.518272,13.787872,13.6265335,2.3841858e-07,133.0554,12.753018,133.84814,11.844919,133.46156,13.898735,134.75401,15.292599,135.9433,14.662272,0.9826392
137.69337,9.005007,14.576736,15.465421,3.2782555e-07,139.30669,12.578931,140.74881,11.75429,139.81128,14.099688,140.75832,16.193832,142.43466,15.622793,0.98262334
145.7734,9.0952,14.976595,17.079082,2.3841858e-07,147.16423,12.234943,149.02144,11.920603,147.86159,14.033831,148.10329,16.203768,150.06187,16.002766,0.9826058
153.94196,9.029858,15.179594,17.70951,2.3841858e-07,155.6782,11.998472,158.04008,12.156729,156.50586,14.063954,155.94225,16.131382,158.27943,16.287441,0.98259926
162.49884,8.869876,15.262652,17.55002,2.682209e-07,165.14052,11.597988,167.67648,12.38852,166.14961,13.953326,164.44995,15.603021,166.98233,16.24295,0.98258126
170.5553,9.15257,15.295117,17.609667,2.682209e-07,174.18481,11.847619,176.70288,12.972019,175.26343,14.420706,172.8207,15.744752,175.38393,16.653992,0.9825871
178.47218,9.025411,15.3482895,17.473915,3.874302e-07,182.73174,11.713733,185.04875,13.03305,183.79625,14.504885,180.72748,15.559097,183.13902,16.63684,0.98258346
186.46219,8.738774,15.030725,16.811712,3.874302e-07,191.41982,11.672592,193.38953,13.102894,192.27626,14.476039,188.98,15.168261,191.12529,16.3402,0.98259413
194.29681,8.50992,14.89874,16.191538,4.172325e-07,199.85117,11.666884,201.40764,13.060643,200.46373,14.4094715,197.04936,14.853235,198.8794,16.021774,0.9825926
202.56734,8.201625,14.502533,15.212673,4.172325e-07,208.41467,11.580454,209.71835,12.888383,208.97665,14.184113,205.59961,14.43749,207.24489,15.548914,0.98260546
210.50305,8.030415,14.430405,14.649229,3.874302e-07,216.36964,11.600143,217.57664,12.753311,216.82857,14.0852995,213.58134,14.346439,215.13605,15.347757,0.98260885
218.39458,7.798472,14.105115,13.900915,4.4703484e-07,224.10483,11.45886,225.2623,12.504544,224.51056,13.783484,221.46884,13.967408,222.9888,14.882735,0.9826092
226.31581,7.688823,14.029214,13.444256,4.7683716e-07,231.84369,11.453658,232.98213,12.339581,232.1495,13.616541,229.34232,13.830929,230.83395,14.625988,0.9826106
234.27704,7.5340796,13.777595,12.905688,5.364418e-07,239.61586,11.327305,240.75743,12.127292,239.90294,13.3580065,237.27615,13.524019,238.7703,14.248746,0.9826093
242.25487,7.480404,13.769355,12.693151,5.066395e-07,247.36871,11.322495,248.52202,12.016553,247.60896,13.253731,245.16852,13.437342,246.6603,14.079993,0.9826081
250.06274,7.3889594,13.613476,12.396889,5.066395e-07,254.91164,11.238831,256.052,11.807198,255.13962,13.020486,252.91075,13.218903,254.40065,13.761522,0.98260677
257.9726,7.407772,13.5041685,12.123279,5.662441e-07,262.61044,11.242607,263.745,11.66522,262.80145,12.876337,260.84094,13.148743,262.33127,13.577513,0.9826098
265.98715,7.406129,13.47476,12.042072,5.364418e-07,270.41855,11.259646,271.58273,11.596821,270.64426,12.810088,268.8788,13.1294365,270.39365,13.48875,0.98261106
273.87805,7.403024,13.33586,11.853773,5.662441e-07,278.12006,11.2831955,279.3427,11.546418,278.3735,12.748625,276.845,13.136486,278.41437,13.43168,0.9826151
281.8659,7.475456,13.4296,12.067777,5.364418e-07,285.9062,11.322406,287.2314,11.510793,286.25833,12.773436,284.87244,13.316669,286.52274,13.551336,0.9826206
289.83603,7.473591,13.392161,12.270544,5.364418e-07,293.60995,11.284272,295.05408,11.441797,294.03683,12.731859,292.8033,13.421242,294.53873,13.622219,0.98262644
297.7718,7.509761,13.524913,12.54271,5.066395e-07,301.40436,11.252428,302.9353,11.414881,301.85687,12.746981,300.6378,13.565048,302.43338,13.76733,0.9826269
305.76764,7.5021763,13.489642,12.631281,5.066395e-07,309.3837,11.192722,310.96527,11.4151325,309.8754,12.721994,308.62778,13.565335,310.46237,13.809297,0.98262566
313.8352,7.543431,13.654612,12.883221,5.364418e-07,317.50348,11.1886635,319.1572,11.474133,318.04013,12.795068,316.6917,13.679371,318.57904,13.972473,0.9826253
321.8923,7.534638,13.712463,13.109441,5.364418e-07,325.6161,11.127613,327.34103,11.513922,326.21082,12.817867,324.70862,13.695714,326.65207,14.063953,0.9826229
329.90836,7.583686,13.800631,13.307285,4.7683716e-07,333.73413,11.137129,335.48413,11.59689,334.32535,12.903488,332.69373,13.779901,334.65726,14.205416,0.98262143
337.95163,7.5850687,13.875677,13.438421,5.364418e-07,341.90524,11.114735,343.6399,11.646597,342.50208,12.946957,340.7103,13.778296,342.66193,14.261781,0.9826188
346.02396,7.5998774,13.861331,13.443952,4.4703484e-07,350.1393,11.1282625,351.8477,11.721382,350.71432,13.008059,348.8045,13.775126,350.73654,14.307894,0.98261786
354.0562,7.618697,13.905737,13.485722,4.7683716e-07,358.34863,11.152321,360.01974,11.796192,358.90793,13.083115,356.87387,13.788666,358.78128,14.364642,0.98261535
362.0946,7.639798,13.887015,13.466932,5.364418e-07,366.48364,11.183066,368.12506,11.845,367.03903,13.129968,364.95166,13.79357,366.84076,14.385271,0.9826162
370.13376,7.6552615,13.937637,13.521552,4.7683716e-07,374.55984,11.219747,376.17993,11.872059,375.1034,13.1767235,372.98532,13.831841,374.8583,14.419123,0.9826162
378.11487,7.6960506,13.936818,13.526049,4.7683716e-07,382.53726,11.264334,384.13727,11.900785,383.07092,13.212879,380.9513,13.859018,382.8127,14.435166,0.9826163
386.1497,7.731469,13.96451,13.5946865,4.4703484e-07,390.55466,11.28376,392.17865,11.906046,391.08557,13.249113,388.97238,13.91485,390.85007,14.480759,0.9826181
394.1514,7.7476497,13.915527,13.574617,4.4703484e-07,398.55075,11.292192,400.16922,11.889015,399.09082,13.242583,397.0021,13.914722,398.88,14.461202,0.98261917
402.09937,7.7219396,13.911421,13.607587,4.7683716e-07,406.22333,11.254845,407.86026,11.750818,406.79572,13.145121,404.87582,13.908796,406.75577,14.374073,0.98262066
409.68015,7.675069,13.70058,13.39451,5.364418e-07,413.3584,11.168961,414.9177,11.430323,413.9131,12.844589,412.36484,13.757378,414.19092,14.038008,0.9826207
417.4905,7.8147445,13.288104,13.00779,5.364418e-07,420.82446,11.258998,422.21866,11.209173,421.2936,12.696226,420.418,13.828236,422.11694,13.863935,0.9826303
425.4969,7.975605,13.5774145,13.2987175,4.172325e-07,428.4303,11.490799,429.71777,11.18287,428.96875,12.816788,428.60327,14.169775,430.20563,14.007873,0.9826294
433.61227,8.274971,13.566386,13.79994,4.172325e-07,436.22247,11.767335,437.498,11.311192,436.76138,13.078251,436.91333,14.682907,438.50684,14.397325,0.98263353
442.05368,8.788019,14.670207,15.575079,2.9802322e-07,444.23752,12.042479,445.83954,11.59765,445.0699,13.650178,445.17145,15.612007,446.98358,15.339539,0.98262066
450.71738,8.994542,15.083021,17.07727,2.9802322e-07,452.5691,12.049815,454.55115,11.838654,453.61578,13.930767,453.42126,16.147825,455.49698,16.035282,0.98260427
458.12006,9.566263,15.288084,18.01804,2.0861626e-07,460.0401,12.207298,462.4369,12.231318,461.14984,14.330872,460.4852,16.667587,462.88858,16.728706,0.9825946
466.1722,9.516397,15.412167,18.224995,2.3841858e-07,468.51938,11.930103,471.12796,12.461058,469.6707,14.331884,468.15436,16.373835,470.72656,16.819473,0.9825917
474.84314,9.492866,15.475055,18.274956,2.0861626e-07,477.88364,11.958975,480.65024,13.046301,478.9459,14.683812,476.60855,16.23423,479.30685,17.10587,0.982597
483.12207,9.499838,15.564238,18.021826,2.3841858e-07,487.5756,11.930407,490.02213,13.554067,488.66068,15.062794,485.13425,15.920075,487.66852,17.232563,0.9825789
491.14233,9.711702,15.389309,17.786844,2.682209e-07,496.98947,12.423543,498.94235,14.170483,497.97546,15.669314,493.84085,16.044561,496.0672,17.481941,0.98260427
499.0851,9.644537,15.336656,17.64797,2.0861626e-07,505.1863,12.464127,506.4293,14.032017,505.86652,15.784079,501.56714,16.15186,503.11798,17.480492,0.98261416
506.32916,8.527603,14.626798,16.649475,2.3841858e-07,512.76447,12.22164,513.1656,13.397448,513.0239,14.998434,509.11783,14.905958,509.9774,15.956892,0.98262095
514.1737,7.938587,13.800135,12.866888,7.748604e-07,520.9571,11.813085,520.7359,12.385759,520.71844,13.803696,517.5206,13.442486,517.9254,14.074212,0.98259825
522.1666,7.563012,13.4526,11.19154,7.748604e-07,528.40564,11.729843,528.3699,12.064032,528.50397,13.2641945,525.7524,12.634442,526.3469,13.076458,0.9825815
530.0074,7.3084664,13.664485,11.084613,4.172325e-07,535.5207,11.457069,535.7339,11.5805235,535.5762,12.625464,533.4617,12.101805,534.34705,12.359376,0.98257816
537.9057,7.262267,13.520691,11.389231,2.682209e-07,542.29364,11.288328,542.79395,11.209103,542.3448,12.212154,540.9561,11.925044,542.09357,11.989372,0.98258686
545.753,7.417568,13.411803,11.221655,2.682209e-07,549.1321,11.22922,549.6796,10.964832,548.95337,12.025196,548.49725,12.023567,549.6538,11.906193,0.98261726
554.1131,7.51809,13.611567,11.76827,2.3841858e-07,557.1323,11.269375,557.6833,10.930393,556.88715,12.089508,556.89746,12.273838,558.04584,12.08518,0.9826213
561.92346,7.435826,13.293764,10.603521,1.7881393e-07,564.991,11.434035,565.3812,11.035858,564.6798,12.202229,565.2245,12.42391,566.25775,12.18001,0.9826315
570.01874,7.509243,13.517973,11.00943,1.7881393e-07,572.83167,11.512573,573.55475,10.999556,572.9836,12.470781,573.73956,13.021505,574.9743,12.6881485,0.9826534
577.9962,7.4519386,13.636878,11.456844,5.9604645e-08,580.6199,11.735643,581.49866,11.194296,580.82654,12.763284,581.95905,13.600511,583.2578,13.227119,0.9826906
585.8886,7.649313,14.259023,12.021971,1.1920929e-07,587.9942,11.7874155,589.6979,11.344592,588.5127,13.006968,589.0926,14.192715,591.0062,13.899167,0.982705
593.7917,7.126795,14.297641,11.997349,1.1920929e-07,596.32056,11.182622,598.65515,11.2108345,597.1553,12.529356,596.6852,13.577855,599.1237,13.642593,0.98268914
601.9361,6.916016,14.259138,11.725609,1.1920929e-07,605.7681,10.9684105,608.3148,11.532221,606.698,12.608784,604.9959,13.187416,607.63715,13.673912,0.9826745
610.5588,6.968183,14.590292,11.868615,2.3841858e-07,615.5177,10.970019,617.9196,11.848958,616.6754,12.966495,613.81525,13.116234,616.31885,13.876563,0.98265016
618.4851,6.9157147,14.316638,11.288416,6.2584877e-07,624.04584,10.615461,625.84644,11.582008,625.10645,12.661122,621.8968,12.533337,623.88916,13.378614,0.98262596
628.60486,8.417426,13.930966,14.696264,1.5497208e-06,634.7402,10.213282,635.49524,11.064687,636.2834,12.602695,632.8368,13.43642,633.7477,14.198149,0.98262376
634.20966,8.661129,12.189226,15.601598,5.066395e-07,639.86786,10.81819,639.81366,10.965378,641.1118,12.816333,638.32416,14.086896,638.83276,14.324338,0.9826683
